img nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20
nirp_titian_sbc_1976_0148 18.876 25.793 42.681 13.490 17.603 27.184 11.449 15.866 28.080 7.916 10.446 16.964 8.516 11.445 19.405 11.870 16.071 27.392 13.262 18.803 34.503 14.883 19.069 27.360 10.788 15.580 29.349 9.280 12.986 23.205 10.845 15.756 30.469 11.434 16.204 29.656 7.000 8.554 12.433 12.591 15.373 21.650 4.363 5.317 7.720 2.761 3.333 4.829 2.684 3.256 4.733 4.369 5.323 7.728
nirp_titian_som_hm_a250 16.679 22.764 38.058 7.538 9.792 15.231 8.713 11.778 20.224 5.672 7.390 11.720 5.849 7.612 12.087 8.324 11.171 18.786 13.129 18.308 32.477 7.871 10.247 15.874 10.231 14.762 28.454 6.484 8.853 15.277 6.833 9.504 17.102 9.281 13.139 24.064 6.421 7.830 11.185 4.751 5.796 8.354 2.936 3.575 5.203 2.367 2.834 4.067 2.226 2.665 3.813 2.842 3.455 5.047
nirp_titian_som_hm_a257 18.713 25.977 44.300 13.489 17.844 28.475 15.242 22.026 41.791 11.064 14.942 24.926 11.105 15.145 26.538 14.582 20.723 37.810 12.406 17.362 31.938 14.672 19.819 30.451 11.857 17.694 35.165 11.250 15.842 28.679 10.307 14.659 27.801 11.381 16.548 31.958 6.670 8.110 11.631 8.445 10.283 14.788 7.970 9.702 13.991 3.936 4.803 6.996 3.450 4.198 6.112 7.156 8.699 12.578
nirp_titian_souag_b124 19.132 26.008 41.957 8.994 11.504 17.431 12.156 15.792 24.438 7.778 10.088 15.462 9.416 12.372 19.484 11.727 15.141 23.257 10.025 13.900 24.386 9.596 12.129 17.585 10.817 14.391 23.202 8.388 11.294 18.686 10.828 15.000 25.945 10.456 13.920 22.413 7.034 8.652 12.602 7.815 9.545 13.764 4.648 5.717 8.348 3.029 3.680 5.367 3.393 4.155 6.064 4.344 5.345 7.828
nirp_titian_truri_1000_63 10.913 14.506 23.746 19.420 28.139 52.978 13.085 18.475 33.142 9.272 12.164 19.266 9.925 13.075 21.166 10.152 13.710 22.946 10.714 14.974 26.338 15.512 22.746 43.618 8.946 12.612 23.101 9.793 13.354 22.511 10.829 14.887 26.349 10.115 14.191 25.296 3.848 4.693 6.833 7.723 9.453 13.648 4.911 6.033 8.801 3.556 4.311 6.222 3.396 4.106 5.934 3.808 4.661 6.815
nirp_titian_twcms_c159 19.244 27.396 47.884 19.733 29.666 60.586 11.189 16.179 31.567 4.355 5.686 8.922 4.723 6.186 9.782 10.333 14.718 27.894 14.652 21.271 40.082 23.087 35.807 78.422 13.330 20.403 42.476 4.931 6.668 11.304 5.447 7.522 13.135 13.593 20.666 41.964 9.242 11.268 16.096 11.320 13.805 19.596 4.986 6.099 8.847 2.104 2.519 3.609 1.988 2.376 3.408 4.351 5.313 7.730
nirp_titian_twcms_g530 13.740 19.004 32.177 18.663 27.521 51.570 9.090 12.234 20.459 5.154 6.656 10.284 6.034 7.855 12.392 8.523 11.369 18.502 8.321 11.390 19.852 23.773 35.688 67.899 8.535 11.799 20.667 5.621 7.525 12.525 6.825 9.321 16.145 8.139 11.109 19.160 4.296 5.285 7.750 10.885 13.222 18.855 3.113 3.791 5.533 2.379 2.857 4.105 2.385 2.867 4.131 2.824 3.439 5.037
nirp_titian_va_pc_2007bn5752 12.147 17.297 30.530 24.814 38.297 79.637 14.253 20.758 38.209 8.296 11.063 18.235 10.838 14.731 26.292 10.398 14.636 26.179 9.457 13.552 25.813 13.757 20.955 42.790 15.953 24.527 50.994 8.895 12.331 21.360 11.996 17.088 31.799 12.285 18.222 36.209 4.626 5.661 8.313 20.418 24.498 33.892 6.029 7.360 10.665 3.328 3.999 5.725 3.744 4.515 6.500 3.860 4.708 6.874
nirp_titian_wm_1582_1948 18.356 24.953 41.566 5.414 6.932 10.681 8.515 11.372 18.861 5.387 6.988 10.960 5.979 7.734 12.169 8.356 11.077 18.117 8.821 12.101 21.121 5.944 7.536 11.136 7.138 9.776 16.968 6.176 8.442 14.559 7.014 9.662 17.202 7.059 9.572 16.460 6.644 8.187 11.954 4.333 5.297 7.704 2.607 3.169 4.636 2.089 2.501 3.604 2.177 2.609 3.753 2.561 3.109 4.545
nirp_titian_wm_1620_1948 28.424 39.306 71.124 8.787 11.485 17.874 10.020 13.794 24.491 5.108 6.595 10.230 6.058 7.863 12.335 9.852 13.510 23.766 8.862 12.243 21.299 9.935 12.931 19.750 9.899 14.221 26.829 5.785 7.885 13.639 7.171 10.014 18.155 9.787 14.000 26.188 15.938 19.470 27.703 6.145 7.530 10.859 3.559 4.319 6.268 2.069 2.478 3.560 2.283 2.729 3.900 3.522 4.265 6.200
nirp_titian_x275 25.259 34.903 60.027 9.997 13.081 20.383 19.007 26.558 45.847 8.150 10.733 17.195 8.411 11.157 18.280 17.439 24.075 40.634 18.523 26.781 49.005 10.263 13.479 21.307 19.296 28.303 50.561 8.861 12.127 20.876 9.440 13.108 23.640 17.799 25.836 45.596 13.922 16.782 23.692 5.065 6.200 8.920 9.852 11.997 17.024 2.870 3.496 5.073 2.624 3.197 4.641 8.458 10.278 14.752
nirp_velazquez_03_1097 16.991 22.737 35.656 12.197 16.151 26.374 11.152 14.958 24.596 5.048 6.528 10.108 5.998 7.797 12.285 10.493 13.922 22.263 11.011 15.024 25.372 13.709 18.269 27.989 10.714 14.772 25.194 5.560 7.491 12.649 6.767 9.276 16.152 10.115 13.810 23.024 6.409 7.808 11.207 10.752 13.018 18.506 4.847 5.888 8.432 2.164 2.601 3.743 2.251 2.713 3.920 4.586 5.585 8.034
nirp_velazquez_03_630 30.484 40.780 65.251 17.945 23.956 37.465 13.750 19.469 35.123 6.824 8.911 14.048 6.885 8.986 14.332 13.474 18.913 33.497 23.881 33.663 58.727 18.816 25.231 37.978 14.124 21.382 43.605 7.645 10.404 17.491 7.869 10.843 18.925 15.473 23.530 47.028 16.022 19.179 26.780 10.269 12.461 17.603 5.879 7.199 10.491 2.650 3.208 4.652 2.374 2.871 4.156 5.787 7.101 10.356
nirp_velazquez_03_822 10.446 13.598 21.260 5.451 6.984 10.854 11.171 15.117 25.903 5.935 7.711 12.062 6.861 8.994 14.429 9.276 12.147 19.258 8.737 11.857 19.841 5.902 7.486 11.125 9.755 13.738 24.742 6.452 8.735 14.926 7.637 10.573 18.872 9.237 12.673 21.767 3.442 4.195 6.126 4.772 5.837 8.457 3.888 4.739 6.879 2.314 2.783 4.002 2.343 2.823 4.079 3.262 3.977 5.801
nirp_velazquez_198 12.796 18.150 33.960 3.127 3.955 6.137 7.384 9.996 17.296 5.893 7.795 12.733 5.628 7.410 11.918 7.132 9.599 16.433 6.810 9.392 16.632 3.549 4.546 6.962 7.986 11.325 21.074 7.071 9.762 17.154 6.740 9.323 16.541 7.690 10.841 19.943 4.225 5.170 7.536 2.291 2.752 3.980 2.475 3.000 4.367 2.360 2.843 4.122 2.073 2.486 3.577 2.361 2.854 4.158
nirp_velazquez_b-m-25 14.174 19.069 30.865 15.897 22.449 39.308 9.850 13.157 21.730 4.313 5.552 8.480 5.051 6.514 10.082 9.021 11.909 19.124 11.411 15.894 28.192 18.776 27.007 46.952 10.266 14.232 25.259 4.637 6.097 9.765 5.472 7.281 12.055 9.351 12.838 22.226 4.384 5.366 7.837 8.237 10.007 14.378 3.486 4.220 6.116 2.058 2.470 3.557 2.074 2.491 3.601 3.192 3.859 5.615
nirp_velazquez_brm_bifa_b_1_56 14.364 19.325 31.673 24.390 37.819 78.321 9.352 12.920 22.249 4.473 5.881 9.343 5.013 6.605 10.759 8.892 12.066 19.883 10.235 14.144 24.591 21.895 33.763 70.161 8.129 11.401 20.249 5.285 7.328 12.878 6.147 8.682 15.956 8.449 11.791 20.246 4.557 5.568 8.089 15.497 18.639 26.386 3.244 3.915 5.647 2.066 2.457 3.494 1.954 2.323 3.306 3.208 3.871 5.598
nirp_velazquez_op_0069 14.892 20.623 34.656 28.160 42.610 86.401 10.671 14.308 23.286 6.701 8.631 13.303 8.081 10.456 16.303 9.474 12.608 20.540 11.292 16.160 30.568 9.097 12.919 24.424 9.730 13.329 22.789 7.046 9.344 15.407 8.656 11.705 19.751 8.667 11.898 20.357 4.921 6.054 8.850 34.111 40.527 56.460 4.063 4.964 7.227 2.811 3.392 4.903 2.950 3.574 5.177 3.329 4.061 5.942
nirp_velazquez_pc_10 21.016 29.264 51.313 10.339 13.985 23.398 9.799 12.872 19.909 4.310 5.561 8.392 4.956 6.360 9.542 9.391 12.386 19.313 13.574 19.791 37.404 10.509 14.737 26.820 9.105 12.254 20.192 4.551 5.997 9.760 5.110 6.806 11.329 8.607 11.614 19.125 9.369 11.438 16.377 3.299 4.021 5.886 3.871 4.666 6.723 2.068 2.475 3.550 2.126 2.541 3.644 3.772 4.549 6.546
nirp_velazquez_pc_67 18.196 25.281 43.258 9.186 12.254 19.959 14.147 19.612 33.531 4.963 6.371 9.533 5.579 7.187 10.910 13.594 18.690 31.570 10.680 15.176 27.730 10.364 13.902 22.463 13.121 18.701 33.329 5.383 7.146 11.672 6.066 8.156 13.656 12.574 17.929 31.900 7.099 8.709 12.575 5.238 6.400 9.273 5.739 7.026 10.201 2.094 2.509 3.612 2.099 2.521 3.644 5.543 6.790 9.841
nirp_velazquez_pc_71 8.548 10.981 16.925 26.651 39.599 79.854 11.365 15.062 24.567 23.117 30.550 49.827 23.715 31.278 51.446 8.699 11.073 16.821 6.793 8.894 14.435 6.957 9.360 15.888 9.160 12.467 21.282 22.965 31.453 52.632 25.825 36.316 65.732 7.077 9.188 14.604 2.532 3.089 4.510 21.753 26.311 36.560 3.431 4.194 6.091 8.207 9.917 14.113 7.195 8.706 12.439 2.678 3.272 4.760
nirp_velazquez_pc_88 11.164 14.860 24.336 5.690 7.419 11.859 8.994 11.826 19.096 4.804 6.118 9.130 5.714 7.303 10.980 8.565 11.165 17.858 6.843 9.147 15.340 6.396 8.304 12.671 8.383 11.515 20.718 5.129 6.802 11.280 5.849 7.836 13.195 7.980 10.914 19.212 3.039 3.709 5.439 3.931 4.797 7.015 2.505 3.019 4.382 1.970 2.350 3.373 2.034 2.437 3.511 2.469 2.980 4.323
nirp_velazquez_plymm_081 19.059 26.540 45.208 12.629 16.963 27.584 10.648 15.128 29.285 5.538 7.168 11.382 5.539 7.183 11.581 10.881 15.349 28.812 15.256 22.516 44.086 14.261 18.870 28.406 11.474 17.418 37.453 6.561 8.962 15.548 6.742 9.355 16.861 12.913 19.625 41.291 7.922 9.633 13.928 8.982 10.876 15.424 4.247 5.192 7.596 2.306 2.766 3.976 2.065 2.480 3.576 4.453 5.437 7.964
nirp_velazquez_som_hm_a58 20.483 28.250 48.467 12.674 17.302 28.894 10.033 13.685 23.746 5.516 7.158 11.218 5.937 7.725 12.180 9.679 13.075 22.282 13.663 19.255 35.126 12.915 17.636 29.034 10.943 15.590 28.540 6.208 8.415 14.245 6.789 9.349 16.400 10.448 14.799 26.566 8.253 10.050 14.497 7.720 9.428 13.609 4.080 4.970 7.234 2.402 2.889 4.164 2.183 2.631 3.802 3.834 4.665 6.797
nirp_velazquez_stopm_kx_13 7.518 10.123 17.330 19.493 31.683 75.696 11.168 15.759 28.336 31.069 42.602 75.052 25.742 35.078 61.781 7.713 10.325 17.383 7.578 10.497 18.702 5.900 8.288 14.946 10.211 14.666 27.304 29.304 39.975 64.922 25.999 36.099 61.414 7.928 10.930 19.243 2.564 3.112 4.542 26.673 32.230 44.636 4.249 5.197 7.588 14.730 17.599 24.847 11.457 13.726 19.229 2.674 3.247 4.733
nirp_velazquez_stopm_kx_14 8.292 11.148 18.430 22.635 35.465 80.593 9.528 13.241 24.058 6.256 8.238 13.230 7.498 10.046 17.038 7.702 10.266 17.153 8.616 12.098 21.741 31.651 53.053 117.186 8.965 12.814 24.054 6.930 9.638 16.848 8.898 12.795 24.155 7.968 10.998 19.433 2.897 3.521 5.128 21.889 26.468 37.025 3.454 4.194 6.095 2.633 3.141 4.452 2.666 3.181 4.509 2.626 3.187 4.646
nirp_velazquez_stopm_kx_15 7.834 10.521 17.612 20.800 32.939 74.581 8.272 11.333 20.463 5.040 6.592 10.357 6.137 8.136 13.433 6.951 9.156 15.218 8.057 11.242 20.693 29.788 48.678 108.090 7.854 11.154 21.461 5.554 7.645 13.118 7.105 9.985 18.321 7.038 9.709 17.405 2.302 2.785 4.059 21.986 26.612 37.032 2.430 2.934 4.259 2.236 2.666 3.796 2.250 2.686 3.831 2.076 2.493 3.601
nirp_velazquez_va_pc_2006bh7859 20.697 29.211 49.327 12.169 16.824 28.541 10.756 14.947 26.135 4.230 5.446 8.363 4.695 6.061 9.392 10.110 13.906 23.850 8.519 11.739 20.669 14.344 20.302 36.212 10.585 15.036 27.051 4.711 6.240 10.230 5.276 7.105 11.898 10.087 14.218 25.336 8.505 10.425 15.154 4.606 5.629 8.153 4.409 5.389 7.854 2.140 2.557 3.665 2.093 2.505 3.601 3.934 4.822 7.058
nirp_velazquez_va_pc_2007bp0855 15.339 21.312 35.292 26.778 40.590 83.292 8.785 12.009 20.415 4.361 5.651 8.786 5.363 7.034 11.196 8.228 11.155 18.561 8.702 12.021 21.580 33.650 54.749 109.398 8.420 11.824 21.062 4.935 6.660 11.217 6.220 8.576 14.898 8.227 11.466 20.310 5.232 6.430 9.413 25.519 30.634 41.772 3.217 3.893 5.646 2.042 2.434 3.468 2.123 2.539 3.644 3.026 3.665 5.336
nirp_velazquez_wm_1548_1948 29.320 41.178 72.861 9.640 12.777 20.779 13.104 19.473 39.642 4.730 6.184 9.767 5.017 6.561 10.432 12.621 18.555 36.956 17.630 25.733 50.198 10.433 13.780 21.377 15.787 24.820 52.744 5.519 7.564 13.082 5.996 8.321 14.813 14.934 23.259 48.594 20.088 24.068 33.516 7.215 8.802 12.612 9.739 11.753 16.738 2.014 2.401 3.429 1.972 2.345 3.342 9.103 11.000 15.705
nirp_velazquez_wm_1549_1948 15.375 20.842 34.581 9.122 12.037 19.385 6.758 8.764 13.926 5.068 6.521 10.128 5.866 7.555 11.740 6.656 8.579 13.587 8.192 11.106 18.967 10.441 13.824 21.768 6.909 9.413 16.380 5.621 7.509 12.427 6.640 9.024 15.380 6.766 9.171 15.795 4.510 5.569 8.172 5.046 6.200 9.004 2.199 2.662 3.899 2.254 2.711 3.926 2.308 2.783 4.023 2.186 2.647 3.871
nirp_velazquez_wm_1590_1948 22.114 32.064 59.519 10.023 13.398 21.893 10.006 13.873 24.161 4.606 6.010 9.428 7.047 9.381 15.421 9.631 13.393 23.829 11.686 17.080 33.310 11.301 15.050 23.005 11.012 15.797 29.444 5.123 6.934 11.718 8.247 11.582 21.292 10.671 15.433 28.850 12.331 14.955 21.325 9.344 11.402 16.267 3.692 4.453 6.446 2.045 2.449 3.519 2.523 3.048 4.411 3.725 4.494 6.499
nirp_velazquez_wm_1593_1948 22.902 30.679 49.575 7.769 10.032 15.363 12.546 16.935 28.215 6.925 9.041 14.392 7.334 9.616 15.318 12.008 16.072 26.293 17.153 24.006 41.990 8.391 10.699 15.696 13.336 18.752 32.235 7.732 10.545 17.850 8.353 11.488 20.056 13.015 18.058 30.913 9.717 11.905 17.099 5.550 6.767 9.698 5.379 6.591 9.567 2.657 3.217 4.681 2.687 3.253 4.712 5.011 6.160 8.911
nirp_velazquez_wm_1596_1948 38.719 54.551 93.409 11.334 14.587 22.353 13.475 19.649 38.322 9.219 12.440 20.400 8.969 12.175 20.581 13.229 19.187 36.987 16.603 23.445 41.882 12.125 15.583 23.082 16.998 26.859 57.231 11.306 15.850 27.820 11.407 16.533 30.882 16.346 25.879 54.621 30.548 36.297 49.607 8.346 10.080 14.347 7.986 9.786 14.197 4.091 4.916 7.051 3.265 3.934 5.675 7.893 9.654 14.008
nirp_velazquez_wm_1600_1948 25.608 34.833 58.452 7.687 9.944 15.311 11.873 16.620 29.456 7.241 9.581 15.672 7.336 9.688 15.780 11.387 15.751 27.375 11.424 15.876 28.144 8.333 10.731 16.192 12.854 18.594 34.488 8.892 12.562 22.732 9.076 12.928 24.071 12.213 17.524 31.995 11.913 14.545 20.831 5.125 6.292 9.078 5.326 6.529 9.469 2.666 3.229 4.687 2.414 2.916 4.232 5.006 6.131 8.880
nirp_veronese_brm_bifa_53_5 11.979 16.094 26.480 15.644 21.799 36.581 8.375 11.106 17.944 5.086 6.534 10.087 5.962 7.699 12.145 7.751 10.118 16.030 9.312 12.899 22.596 19.110 26.860 44.180 8.185 11.257 19.506 5.549 7.379 12.157 6.677 9.049 15.484 7.781 10.598 17.995 3.935 4.827 7.014 7.904 9.615 13.857 2.772 3.371 4.901 2.204 2.655 3.831 2.264 2.729 3.953 2.542 3.091 4.509
nirp_veronese_deavm_2 23.528 32.276 54.878 7.915 10.600 17.215 6.785 8.919 14.370 3.981 5.175 8.265 4.336 5.618 8.809 6.706 8.807 14.079 9.337 12.995 23.009 8.938 12.065 20.006 6.671 9.146 15.674 4.509 6.013 10.056 4.934 6.608 11.102 6.674 9.117 15.583 10.209 12.518 18.005 3.326 4.070 5.942 2.639 3.188 4.602 2.044 2.448 3.517 2.215 2.645 3.783 2.628 3.179 4.593
nirp_veronese_eu_745 10.307 13.694 22.314 6.974 9.230 14.934 7.456 9.900 15.857 4.281 5.522 8.573 5.115 6.662 10.519 7.033 9.191 14.440 7.719 10.553 17.935 7.808 10.222 15.731 7.401 10.065 17.101 4.825 6.473 10.855 5.921 8.138 14.168 6.963 9.383 15.634 3.274 3.999 5.847 4.843 5.907 8.572 2.870 3.489 5.081 2.015 2.404 3.435 2.088 2.501 3.593 2.705 3.291 4.802
nirp_veronese_fa000070 12.125 16.178 26.385 5.732 7.407 11.545 5.067 6.561 10.482 3.699 4.788 7.545 4.351 5.639 8.847 4.931 6.343 10.015 8.334 11.348 19.422 6.391 8.260 12.683 5.412 7.497 13.060 4.269 5.763 9.716 4.959 6.761 11.623 5.240 7.193 12.311 3.989 4.900 7.183 3.490 4.253 6.211 1.988 2.375 3.398 2.024 2.419 3.457 2.050 2.452 3.516 1.973 2.357 3.372
nirp_veronese_fa000079 13.514 18.403 30.886 8.437 11.362 18.865 5.186 6.854 11.188 2.817 3.623 5.674 3.148 4.060 6.341 5.036 6.611 10.687 8.983 12.521 22.088 9.900 13.617 23.109 5.697 7.864 13.708 3.360 4.501 7.663 3.707 5.030 8.704 5.505 7.537 12.958 4.170 5.092 7.418 3.549 4.339 6.352 2.278 2.719 3.882 1.888 2.235 3.152 1.872 2.214 3.125 2.234 2.665 3.806
nirp_veronese_fa000207 9.776 13.020 20.891 6.366 8.313 13.148 5.288 6.805 10.717 3.286 4.227 6.575 3.782 4.854 7.506 5.036 6.413 9.848 7.800 10.545 17.770 7.056 9.155 13.994 5.597 7.770 13.670 3.786 5.088 8.710 4.337 5.920 10.397 5.248 7.162 12.136 3.218 3.936 5.773 4.603 5.609 8.122 1.980 2.355 3.353 1.906 2.254 3.191 1.953 2.315 3.273 1.991 2.372 3.378
nirp_veronese_gla_hag_43837 11.273 15.242 25.533 20.318 30.549 60.801 9.449 12.729 21.311 5.467 7.077 10.932 6.657 8.632 13.666 8.353 11.080 18.010 9.993 14.075 25.725 28.245 44.672 92.780 8.646 12.039 21.250 5.871 7.923 13.368 7.442 10.252 18.141 8.348 11.546 20.296 3.523 4.302 6.305 14.913 18.142 25.918 3.360 4.084 5.954 2.379 2.855 4.104 2.424 2.911 4.190 2.749 3.350 4.907
nirp_veronese_gr_247 9.709 12.837 20.990 22.860 33.217 62.331 9.431 12.479 20.147 8.782 11.351 17.712 9.944 12.802 19.880 8.272 10.701 16.890 8.117 11.135 19.623 27.957 43.796 90.103 8.556 11.795 20.363 9.245 12.393 20.442 10.034 13.486 22.763 7.664 10.335 17.577 2.820 3.435 5.004 19.997 24.297 33.513 3.066 3.738 5.427 3.426 4.146 5.968 3.289 3.975 5.737 2.430 2.958 4.319
nirp_veronese_hhtp_2001_1_13 20.161 27.855 47.008 11.241 15.245 25.380 12.620 16.732 27.113 5.280 6.749 10.148 5.855 7.514 11.393 11.928 15.737 25.404 12.126 17.458 32.911 13.118 18.251 31.244 12.212 16.856 28.504 5.711 7.493 12.171 6.446 8.607 14.382 11.683 16.176 27.540 9.455 11.529 16.440 4.751 5.833 8.447 4.918 6.008 8.656 2.132 2.574 3.733 2.114 2.548 3.702 4.510 5.515 7.963
nirp_veronese_hhtp_2001_2_71 10.973 14.649 24.577 32.593 50.566 101.510 12.705 17.063 28.112 15.761 20.391 31.761 17.614 22.290 33.711 10.406 13.717 22.516 7.389 10.031 17.169 6.785 9.139 15.533 10.762 14.841 25.538 10.924 14.135 21.807 13.250 17.051 26.369 8.876 12.161 20.968 3.863 4.698 6.838 46.659 55.160 73.574 4.616 5.620 8.156 5.628 6.813 9.701 5.849 7.088 10.163 3.695 4.498 6.569
nirp_veronese_mnemg_00_1873_77 21.632 29.884 49.558 6.605 8.716 13.860 7.530 9.661 14.884 3.580 4.569 6.938 4.142 5.310 8.053 7.422 9.494 14.594 11.222 15.851 28.695 7.461 9.830 15.597 7.183 9.508 15.358 3.933 5.145 8.189 4.607 6.076 9.841 7.081 9.362 15.005 8.340 10.205 14.813 3.391 4.129 6.032 3.024 3.661 5.305 2.058 2.459 3.530 2.114 2.533 3.645 3.000 3.630 5.260
nirp_veronese_mnemg_00_1873_78 19.913 26.933 44.151 8.436 11.022 17.244 8.405 10.954 17.340 4.756 6.081 9.259 4.907 6.249 9.377 8.246 10.718 16.857 10.928 15.237 26.839 9.470 12.475 19.559 8.728 12.009 20.631 5.232 6.973 11.576 5.389 7.193 11.996 8.732 11.980 20.388 7.446 9.094 13.190 4.435 5.443 7.928 3.384 4.084 5.887 2.007 2.406 3.471 1.971 2.359 3.403 3.405 4.104 5.914
nirp_veronese_plymm_060 11.872 16.158 27.025 12.164 16.778 29.506 7.963 10.781 18.909 4.913 6.344 9.856 5.495 7.128 11.298 7.598 10.204 17.219 11.544 16.598 31.277 14.065 19.740 32.956 8.972 12.847 24.954 5.453 7.375 12.482 6.358 8.802 15.633 8.114 11.396 20.816 4.050 4.939 7.194 10.213 12.408 17.752 2.522 3.049 4.421 2.168 2.594 3.716 2.027 2.421 3.467 2.451 2.968 4.322
nirp_veronese_som_hm_a17 15.824 22.462 40.437 5.630 7.312 11.528 7.934 10.629 17.739 5.417 7.046 10.973 5.884 7.651 12.062 7.707 10.295 17.008 9.196 12.894 23.775 6.132 7.981 12.357 7.810 10.776 18.555 6.139 8.319 14.089 6.808 9.376 16.381 7.640 10.504 18.000 5.852 7.173 10.390 3.436 4.196 6.128 3.073 3.750 5.467 2.316 2.783 4.007 2.208 2.656 3.821 2.996 3.649 5.333
nirp_veronese_va_pc_2006bh7649 19.984 28.067 47.895 13.429 18.455 30.728 8.807 11.874 19.707 4.769 6.166 9.565 5.355 6.907 10.797 8.458 11.378 18.912 11.282 16.112 30.395 15.237 21.476 37.645 10.002 14.006 25.063 5.239 7.023 11.615 5.995 8.115 13.785 9.451 13.248 23.552 8.521 10.389 14.943 5.805 7.102 10.154 3.223 3.900 5.656 2.139 2.566 3.702 2.096 2.518 3.633 3.113 3.773 5.474
nirp_veronese_va_pc_2007bp0709 10.915 14.790 24.171 20.003 29.500 55.610 7.580 9.979 16.364 4.338 5.608 8.615 5.341 6.922 10.901 6.977 9.073 14.462 7.231 9.835 16.830 28.198 43.267 84.263 6.915 9.429 16.167 4.642 6.202 10.296 5.851 7.986 13.689 6.518 8.793 14.842 2.997 3.683 5.423 15.260 18.405 26.101 2.418 2.927 4.248 2.048 2.452 3.514 2.074 2.485 3.573 2.249 2.719 3.958
nirp_veronese_va_pc_2007bp1190 7.922 11.341 19.450 21.941 32.713 62.852 6.936 9.990 16.833 5.808 7.580 12.491 6.361 8.532 14.348 6.092 8.603 14.142 6.868 9.449 16.281 11.814 17.349 33.517 6.918 9.436 16.004 6.423 8.718 14.808 7.319 9.988 17.104 6.896 9.320 15.703 2.834 3.451 5.041 13.394 16.205 22.991 2.928 3.563 5.188 2.684 3.245 4.675 2.751 3.325 4.801 2.636 3.203 4.672
nirp_wouwerman_1_232 12.973 18.033 31.572 21.528 32.484 64.961 9.111 12.570 22.439 5.058 6.602 10.498 7.162 9.509 15.564 8.333 11.343 19.752 12.435 18.225 35.351 28.553 46.007 95.389 9.108 13.025 24.599 5.656 7.694 13.126 8.186 11.449 20.163 9.282 13.311 25.042 4.437 5.438 7.905 10.897 13.274 18.947 3.268 3.975 5.790 2.220 2.660 3.812 3.123 3.763 5.386 2.928 3.569 5.188
nirp_wouwerman_1899_1_7 16.532 23.112 39.266 18.639 25.117 39.423 12.037 16.492 28.983 8.596 11.209 17.731 11.666 15.794 26.836 11.718 15.670 26.518 10.248 14.479 27.133 22.592 29.944 42.973 10.224 14.639 27.415 9.710 13.441 23.698 14.739 21.670 39.514 10.883 15.327 28.313 6.390 7.800 11.300 20.033 24.091 33.593 4.352 5.292 7.687 2.953 3.567 5.159 4.885 5.912 8.528 4.069 4.937 7.169
nirp_wouwerman_39 14.376 19.675 32.891 11.990 16.180 27.383 11.276 15.250 26.296 6.782 8.736 13.440 7.539 9.776 15.417 10.651 14.268 23.846 8.171 11.149 19.494 14.470 19.819 32.000 7.820 10.753 19.094 7.706 10.461 17.663 8.855 12.355 22.059 7.755 10.562 18.262 4.255 5.199 7.643 7.491 9.098 13.159 3.564 4.336 6.345 3.033 3.639 5.214 2.890 3.476 5.011 3.292 3.997 5.848
nirp_wouwerman_626 21.036 29.714 54.186 9.345 12.411 20.287 14.473 19.827 34.076 8.220 10.648 16.651 8.870 11.595 18.320 13.588 18.489 31.286 8.034 11.002 19.495 10.725 14.195 22.016 12.198 17.544 32.951 9.545 12.929 21.456 10.617 14.721 25.312 11.348 16.169 30.074 10.739 13.122 18.894 5.971 7.278 10.562 5.301 6.490 9.461 3.687 4.455 6.459 3.608 4.378 6.361 4.677 5.721 8.367
nirp_wouwerman_a286 19.706 26.995 43.872 6.710 8.657 13.376 13.316 18.368 31.244 6.620 8.601 13.481 8.644 11.396 18.323 12.790 17.493 29.380 10.849 15.326 27.787 7.344 9.312 13.848 11.600 16.413 29.116 7.500 10.264 17.563 10.438 14.694 27.103 11.663 16.447 29.561 7.453 9.146 13.297 5.679 6.959 10.099 5.676 6.921 9.966 2.466 2.977 4.319 2.837 3.431 4.973 5.037 6.141 8.848
nirp_wouwerman_batvg_p_1948_21 14.382 20.163 35.075 28.568 44.256 95.080 8.332 11.350 19.259 5.209 6.813 10.799 6.754 8.951 14.675 7.808 10.427 17.497 7.683 10.610 18.745 42.021 72.242 138.203 7.783 10.923 19.808 5.824 7.891 13.458 7.862 11.028 19.713 7.623 10.683 19.350 4.512 5.532 8.119 40.767 48.798 66.487 3.023 3.656 5.274 2.428 2.906 4.165 2.833 3.398 4.855 2.708 3.271 4.736
