img nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20
nirp_teniers_leamg_a390_1953 17.161 24.139 41.958 27.264 39.330 73.713 6.727 8.871 14.483 4.671 6.030 9.374 6.995 9.147 14.547 6.728 8.857 14.419 8.607 11.934 21.580 36.906 54.464 86.435 6.655 9.107 15.655 5.282 7.110 11.974 8.159 11.187 19.252 6.597 9.027 15.505 6.967 8.552 12.423 28.206 33.560 46.083 2.474 3.004 4.366 2.070 2.481 3.573 2.957 3.579 5.188 2.455 2.977 4.331
nirp_teniers_mnemg_00_1855_42 13.141 18.695 34.366 11.678 16.079 27.691 5.567 7.192 11.311 3.182 4.064 6.185 4.169 5.361 8.335 5.612 7.272 11.371 7.255 10.094 17.765 14.379 20.407 35.638 5.695 7.775 13.305 3.563 4.717 7.713 4.812 6.483 11.026 5.661 7.680 13.077 4.303 5.294 7.767 5.163 6.303 9.098 2.166 2.591 3.712 1.918 2.272 3.229 2.014 2.403 3.432 2.233 2.673 3.828
nirp_teniers_mnemg_00_1855_43 13.101 18.138 31.217 13.076 17.822 29.377 5.975 7.717 12.098 3.537 4.536 6.899 4.546 5.834 8.985 5.887 7.570 11.901 8.255 11.458 20.209 15.513 21.680 36.153 6.185 8.516 14.666 3.926 5.205 8.540 5.120 6.881 11.650 6.089 8.353 14.356 4.247 5.216 7.644 5.735 7.018 10.183 2.202 2.628 3.762 1.920 2.285 3.254 1.977 2.363 3.390 2.158 2.581 3.694
nirp_teniers_mnemg_00_1855_70 20.285 26.809 41.568 9.441 12.710 20.792 8.567 11.850 19.103 4.037 5.197 8.049 4.249 5.471 8.413 8.333 11.439 18.308 10.934 14.797 24.694 9.706 13.100 21.656 9.405 12.885 21.766 4.609 6.168 10.306 4.781 6.460 10.907 9.307 12.677 21.108 6.222 7.548 10.906 4.633 5.705 8.277 4.760 5.710 8.142 2.034 2.431 3.477 1.961 2.338 3.338 4.707 5.651 8.073
nirp_teniers_ncm_1904_111 13.636 18.845 32.488 35.333 54.669 103.310 8.528 11.561 20.053 5.844 7.612 11.995 7.519 9.942 16.088 7.896 10.552 17.725 8.120 11.292 20.232 9.912 14.227 26.410 7.100 9.851 17.739 6.527 8.912 15.277 8.812 12.265 21.786 6.671 9.193 16.145 4.543 5.545 8.061 21.637 26.031 35.978 2.713 3.295 4.810 2.300 2.768 3.996 2.872 3.471 5.011 2.390 2.895 4.207
nirp_teniers_ncm_1904_112 11.899 16.519 29.447 27.623 42.546 89.296 9.627 13.457 24.514 6.005 7.819 12.420 8.665 11.644 19.575 8.387 11.364 20.088 8.239 11.597 21.554 43.326 74.380 144.569 10.051 14.693 29.183 6.562 8.967 15.357 10.064 14.182 25.978 7.698 10.836 20.100 3.752 4.576 6.704 30.700 36.730 50.611 3.225 3.933 5.754 2.383 2.864 4.117 3.163 3.827 5.524 2.477 3.006 4.390
nirp_teniers_nt1984_013 15.224 20.808 34.903 17.680 24.547 41.359 7.518 9.827 15.848 5.191 6.681 10.231 6.363 8.203 12.678 7.258 9.417 15.138 12.471 18.066 33.632 24.373 35.978 69.004 7.678 10.566 18.936 5.677 7.533 12.391 7.102 9.676 16.350 7.447 10.227 18.184 5.128 6.302 9.222 7.073 8.689 12.611 2.375 2.880 4.193 2.351 2.827 4.086 2.634 3.168 4.568 2.285 2.770 4.036
nirp_teniers_ntsb35 17.095 23.997 41.193 10.563 14.322 24.043 8.879 11.938 20.561 5.888 7.591 11.711 9.356 12.367 19.932 8.660 11.567 19.759 8.091 11.144 20.023 12.574 16.949 27.247 8.596 12.271 23.833 6.586 8.884 15.009 11.400 16.227 29.781 8.162 11.518 22.039 6.850 8.376 12.206 7.518 9.150 13.288 2.419 2.936 4.280 2.414 2.906 4.195 3.337 4.052 5.848 2.267 2.741 3.993
nirp_teniers_ntsb37 14.825 19.965 32.091 12.689 16.707 26.494 9.695 12.644 20.278 6.942 8.948 13.810 8.772 11.404 17.780 9.331 12.101 19.195 9.811 13.758 24.911 14.943 19.714 30.044 8.040 10.971 19.045 7.843 10.719 18.385 10.506 14.797 26.525 7.606 10.323 17.689 5.176 6.370 9.279 8.026 9.785 14.092 2.834 3.452 5.055 2.426 2.929 4.253 2.724 3.323 4.866 2.658 3.241 4.746
nirp_teniers_pd1989_1 13.293 17.450 27.377 10.355 13.533 21.602 12.180 15.952 25.371 5.297 6.866 10.670 6.813 8.785 13.507 12.256 15.747 24.406 10.427 14.090 23.539 11.417 14.845 22.360 12.778 17.392 29.383 5.680 7.507 12.240 7.511 9.943 16.062 12.243 16.320 26.274 4.761 5.862 8.519 7.238 8.803 12.609 4.840 5.890 8.479 2.589 3.110 4.472 3.065 3.699 5.338 4.777 5.807 8.386
nirp_teniers_rocdg_1364 8.857 11.604 18.418 22.312 30.766 51.643 7.524 9.949 16.600 5.984 7.777 12.220 7.012 9.136 14.647 6.712 8.679 13.901 8.772 12.120 21.443 16.735 23.693 40.307 8.008 11.265 20.966 6.591 8.939 15.089 8.026 11.036 19.606 7.348 10.094 17.858 2.680 3.256 4.769 10.003 12.204 17.518 2.156 2.605 3.788 2.359 2.833 4.077 2.372 2.850 4.121 2.095 2.523 3.660
nirp_teniers_scag_1408 15.310 21.477 37.520 7.685 10.170 16.626 7.720 10.220 16.689 5.846 7.711 12.458 5.880 7.722 12.427 7.498 9.842 15.801 11.159 15.862 29.471 8.749 11.923 20.009 7.242 9.945 17.171 6.783 9.266 15.752 6.932 9.629 16.865 7.175 9.799 16.770 5.536 6.761 9.826 3.261 3.977 5.813 2.624 3.187 4.640 2.677 3.224 4.639 2.387 2.869 4.135 2.571 3.114 4.535
nirp_teniers_som_hm_a186 9.182 12.372 20.918 3.899 5.006 7.904 6.215 8.345 13.805 3.675 4.803 7.668 4.578 5.994 9.490 6.089 8.132 13.364 6.341 8.619 14.824 4.319 5.576 8.569 6.529 9.061 15.977 4.437 6.050 10.482 5.456 7.564 13.376 6.297 8.728 15.294 2.967 3.592 5.217 2.703 3.288 4.781 2.453 2.962 4.291 1.876 2.227 3.168 1.885 2.241 3.193 2.248 2.711 3.930
nirp_teniers_som_hm_a51 19.505 26.892 45.440 5.271 6.787 10.479 10.207 13.750 23.159 5.579 7.291 11.552 5.420 7.040 11.062 9.854 13.173 21.961 11.943 16.474 29.641 5.391 6.887 10.365 11.569 16.316 29.304 6.169 8.273 13.808 6.000 8.031 13.482 10.957 15.353 27.221 7.363 8.956 12.898 3.584 4.379 6.371 4.024 4.911 7.135 2.373 2.869 4.148 2.183 2.631 3.810 3.909 4.781 6.942
nirp_teniers_som_hm_a52 15.107 21.094 36.923 14.189 20.410 37.740 9.825 13.575 23.875 4.607 6.015 9.562 5.110 6.705 10.795 9.221 12.581 21.219 9.622 13.354 24.037 16.644 24.120 41.705 10.418 14.828 26.894 5.373 7.363 12.667 6.089 8.485 14.950 10.471 14.738 26.385 5.155 6.298 9.144 8.698 10.598 15.216 4.232 5.156 7.484 2.077 2.480 3.547 2.211 2.639 3.768 3.674 4.460 6.508
nirp_teniers_som_hm_a53 12.908 17.672 30.161 15.966 23.436 45.250 9.451 12.872 22.192 4.280 5.547 8.528 5.108 6.657 10.487 8.549 11.438 18.872 8.672 11.991 21.439 18.875 28.678 56.636 9.443 13.379 24.194 4.753 6.414 10.807 5.805 7.998 13.980 9.134 12.809 22.766 4.240 5.156 7.489 8.494 10.295 14.801 3.714 4.520 6.585 2.221 2.643 3.757 2.244 2.676 3.819 3.125 3.800 5.546
nirp_teniers_som_hm_a61 12.468 17.269 30.089 17.002 24.969 48.010 9.494 12.708 22.021 5.153 6.642 10.175 6.728 8.770 14.026 8.528 11.300 19.033 8.747 12.114 21.898 21.282 32.948 67.769 8.448 11.715 20.951 5.505 7.380 12.389 7.497 10.391 18.581 7.882 10.795 18.967 3.599 4.412 6.474 11.971 14.571 20.888 3.169 3.858 5.632 2.209 2.646 3.805 2.404 2.895 4.173 2.766 3.367 4.924
nirp_teniers_twcms_b4235 9.588 13.045 22.473 25.565 39.831 86.530 8.381 11.224 18.958 5.834 7.632 12.097 7.400 9.848 16.339 7.663 9.989 16.069 6.954 9.517 16.671 17.279 27.073 60.536 6.978 9.601 16.551 6.239 8.430 14.137 8.302 11.591 20.661 6.825 9.289 15.687 2.771 3.368 4.902 24.247 29.166 40.319 2.888 3.495 5.056 2.503 3.018 4.349 2.775 3.356 4.861 2.607 3.139 4.529
nirp_teniers_twcms_b6243 10.509 14.154 23.661 23.507 36.527 77.513 10.716 14.428 23.635 7.987 10.318 16.243 10.164 13.188 20.983 8.673 11.498 18.579 9.235 12.835 22.354 16.484 25.469 53.146 10.617 14.593 25.026 8.561 11.461 18.886 10.869 14.684 24.515 8.840 12.079 20.538 3.643 4.445 6.474 16.503 20.099 28.261 4.205 5.136 7.432 3.575 4.298 6.152 3.977 4.803 6.934 3.265 3.982 5.811
nirp_teniers_twcms_c7362 9.002 12.044 20.269 28.986 44.406 89.422 9.775 13.296 22.961 10.475 13.804 22.749 12.663 16.785 28.055 7.797 10.310 16.997 7.935 10.978 19.538 6.907 9.487 16.591 9.172 13.038 24.403 11.212 15.370 26.696 13.944 19.580 35.177 7.770 10.775 19.284 2.655 3.227 4.714 29.718 35.514 48.937 3.077 3.754 5.490 3.803 4.592 6.614 4.061 4.909 7.087 2.297 2.791 4.088
nirp_teniers_twcms_g443 13.693 18.790 31.574 26.207 40.351 85.593 12.001 16.333 27.561 6.506 8.461 13.373 8.319 11.026 18.053 10.186 13.653 22.411 9.267 12.791 22.381 34.590 57.208 115.009 11.826 16.566 29.219 6.976 9.393 15.747 9.164 12.698 22.185 10.352 14.392 25.108 4.677 5.715 8.316 23.641 28.512 39.377 4.756 5.822 8.430 2.700 3.254 4.696 3.137 3.800 5.512 3.868 4.727 6.873
nirp_teniers_va_pc_2006bf8096 16.133 22.344 37.281 17.033 23.757 40.257 8.157 10.951 18.553 4.934 6.391 9.866 6.134 7.955 12.486 7.881 10.508 17.565 9.073 12.591 22.488 21.389 31.140 57.451 8.232 11.523 20.860 5.602 7.480 12.357 7.159 9.754 16.736 7.741 10.752 19.219 5.426 6.688 9.791 7.047 8.671 12.656 2.649 3.218 4.692 2.355 2.823 4.056 2.594 3.115 4.477 2.543 3.087 4.503
nirp_teniers_va_pc_2006bh7405 12.799 17.642 30.063 15.691 22.281 38.742 10.755 14.715 24.958 4.938 6.381 9.891 5.950 7.708 12.114 9.284 12.467 20.757 14.187 20.892 39.477 14.277 20.583 37.700 12.596 17.775 31.740 5.272 6.994 11.366 6.381 8.536 14.291 10.777 15.166 26.966 4.764 5.833 8.490 6.151 7.511 10.842 4.230 5.133 7.406 2.286 2.741 3.931 2.401 2.878 4.130 3.479 4.224 6.135
nirp_teniers_va_pc_2006bh7409 17.694 25.032 44.359 16.870 23.971 41.838 8.163 11.111 19.377 5.879 7.659 12.144 7.119 9.345 14.936 7.882 10.646 18.414 8.160 11.324 20.249 21.862 33.365 66.672 7.497 10.475 19.165 6.739 9.102 15.106 8.302 11.479 19.629 7.426 10.353 18.936 6.541 8.047 11.736 6.865 8.425 12.199 2.714 3.297 4.818 3.036 3.657 5.269 3.314 3.992 5.773 2.580 3.141 4.584
nirp_teniers_va_pc_2007bp1108 10.297 13.866 23.660 26.834 40.261 82.318 11.289 15.696 28.122 12.104 15.995 26.389 13.111 17.548 30.240 9.195 12.304 20.930 10.803 15.492 29.389 7.929 11.035 19.571 11.357 16.510 31.940 13.158 18.152 32.421 14.803 21.305 39.344 9.744 13.825 25.765 3.301 4.028 5.872 16.068 19.636 27.990 4.217 5.176 7.519 4.075 4.905 7.070 3.879 4.719 6.857 2.806 3.427 5.016
nirp_teniers_wm_1499_1948 13.578 18.257 30.355 15.761 21.896 37.269 7.537 9.962 16.181 4.771 6.138 9.430 6.105 7.888 12.276 7.244 9.477 15.186 8.651 11.842 20.536 18.917 26.808 46.389 6.979 9.547 16.703 5.225 6.957 11.491 6.837 9.312 15.876 6.575 8.956 15.361 3.959 4.859 7.150 7.606 9.256 13.390 2.500 3.030 4.414 2.190 2.628 3.787 2.487 2.988 4.305 2.349 2.844 4.134
nirp_teniers_wm_1579_1948 15.272 21.006 35.548 11.751 15.699 25.997 8.523 11.478 19.767 4.895 6.317 9.750 6.925 9.020 14.253 8.137 10.875 18.396 7.557 10.236 17.308 13.725 18.460 28.831 8.392 11.788 21.627 5.386 7.216 12.074 7.863 10.868 18.864 8.670 12.229 22.787 4.701 5.780 8.470 8.829 10.792 15.553 2.838 3.461 5.060 2.064 2.483 3.592 2.602 3.147 4.555 2.591 3.151 4.603
nirp_teniers_wm_1581_1948 22.784 31.647 54.314 6.985 9.051 14.272 8.655 11.631 19.470 5.688 7.361 11.393 6.738 8.680 13.373 8.442 11.258 18.697 9.257 12.761 22.216 7.697 9.933 15.002 9.000 12.712 23.068 6.339 8.504 14.176 7.553 10.254 17.288 8.767 12.287 22.271 10.938 13.367 19.120 5.431 6.646 9.621 2.904 3.544 5.182 2.692 3.243 4.670 3.109 3.733 5.333 2.816 3.432 5.026
nirp_teniers_wm_1583_1948 18.075 24.502 40.293 7.804 10.094 15.749 7.920 10.542 17.818 5.390 6.969 10.963 7.175 9.329 14.676 7.815 10.363 17.337 8.569 11.628 19.910 8.667 11.113 16.495 7.305 10.082 18.192 6.168 8.405 14.345 8.476 11.782 21.191 7.075 9.722 17.345 6.671 8.211 11.979 6.443 7.856 11.336 2.545 3.082 4.494 2.185 2.629 3.793 2.721 3.285 4.738 2.477 3.000 4.373
nirp_teniers_wm_1589_1948 13.285 18.035 30.791 12.549 17.005 28.299 8.454 11.045 17.815 5.201 6.624 9.919 6.950 8.899 13.748 8.096 10.431 16.506 7.094 9.548 16.103 14.597 19.903 31.727 7.805 10.670 18.595 5.395 7.079 11.394 7.443 10.045 16.941 7.410 10.033 17.350 3.770 4.642 6.816 8.640 10.565 15.290 2.685 3.266 4.765 2.250 2.713 3.928 2.509 3.035 4.407 2.423 2.938 4.280
nirp_teniers_wm_1595_1948 22.417 29.850 48.055 6.425 8.297 12.903 11.136 14.805 24.008 5.425 6.994 10.797 5.768 7.448 11.515 10.798 14.261 23.062 16.517 23.349 40.609 6.959 8.905 13.257 11.723 16.045 27.152 5.897 7.851 12.878 6.337 8.501 14.254 11.233 15.362 25.784 9.049 11.029 15.835 4.847 5.939 8.521 4.568 5.581 8.075 2.274 2.745 3.979 2.236 2.701 3.910 4.441 5.439 7.872
nirp_teniers_wm_1602_1948 21.032 29.090 49.711 5.792 7.421 11.396 7.779 10.474 17.756 6.662 8.768 14.165 7.574 9.993 16.275 7.763 10.402 17.458 11.478 15.973 28.938 6.340 8.038 11.967 7.605 10.563 19.161 7.790 10.682 18.378 9.175 12.900 23.107 7.487 10.375 18.551 8.661 10.613 15.482 4.289 5.244 7.611 2.542 3.083 4.499 2.814 3.405 4.946 2.906 3.511 5.088 2.502 3.034 4.435
nirp_teniers_wm_1609_1948 16.587 23.134 39.706 11.080 14.595 23.243 9.383 12.757 22.114 6.140 7.913 12.219 8.048 10.483 16.862 8.950 12.047 20.518 7.903 10.738 18.540 12.632 16.516 24.600 7.417 10.209 18.135 6.622 8.964 15.126 9.241 12.930 23.927 7.191 9.827 17.347 5.614 6.932 10.102 9.380 11.422 16.397 2.969 3.631 5.337 2.385 2.877 4.156 2.623 3.174 4.594 2.612 3.191 4.692
nirp_teniers_wm_1611_1948 19.200 26.377 43.951 17.465 23.929 40.305 9.321 12.283 20.405 5.955 7.623 11.707 8.618 11.071 17.223 9.025 11.863 19.460 9.366 12.907 22.478 21.234 29.272 45.581 7.067 9.584 16.406 6.458 8.667 14.484 9.821 13.513 23.546 7.038 9.551 16.280 7.501 9.199 13.452 14.105 17.119 24.280 3.074 3.737 5.431 2.257 2.719 3.937 3.221 3.880 5.589 2.859 3.478 5.071
nirp_teniers_wm_1613_1948 15.146 21.093 36.411 12.858 17.733 30.607 9.017 11.987 20.141 5.351 6.872 10.445 7.289 9.384 14.658 8.421 11.136 18.439 8.734 12.074 21.549 15.333 21.550 35.948 8.403 11.649 20.705 5.676 7.522 12.248 7.976 10.829 18.395 8.055 11.119 20.033 4.807 5.923 8.668 9.055 11.062 15.978 3.106 3.775 5.502 2.383 2.870 4.152 2.704 3.275 4.741 2.661 3.233 4.708
nirp_titian_03_1199 19.227 25.613 40.472 8.131 10.498 16.192 10.942 14.212 22.258 6.867 8.804 13.368 7.265 9.340 14.357 10.736 13.833 21.415 10.103 13.701 23.029 8.784 11.274 16.953 10.650 14.329 23.731 7.289 9.675 15.965 7.937 10.748 18.407 10.379 13.909 22.536 5.990 7.351 10.666 5.627 6.879 9.890 4.019 4.924 7.126 2.615 3.172 4.600 2.443 2.961 4.302 4.002 4.906 7.115
nirp_titian_03_472 15.665 20.834 33.594 7.918 10.214 15.696 9.662 12.709 20.343 5.676 7.274 11.025 6.831 8.804 13.678 9.368 12.154 19.079 10.034 13.745 23.778 8.765 11.138 16.204 8.154 10.983 18.295 6.045 8.075 13.467 7.580 10.365 17.939 8.075 10.746 17.601 5.198 6.425 9.406 7.039 8.591 12.405 3.329 4.067 5.959 2.152 2.587 3.748 2.348 2.835 4.113 3.176 3.885 5.710
nirp_titian_1910-58 15.958 22.016 35.643 20.122 28.075 47.558 13.567 19.275 34.920 5.542 7.192 11.363 6.799 8.988 14.789 11.934 16.429 28.472 10.957 15.560 29.091 24.977 34.754 56.494 9.635 13.694 25.332 6.090 8.319 14.350 7.823 10.972 19.989 9.940 14.049 25.728 6.266 7.664 11.186 14.769 17.754 25.082 5.588 6.865 9.947 2.119 2.543 3.651 2.304 2.779 4.014 4.625 5.668 8.278
nirp_titian_88070010 10.417 14.249 24.710 12.545 16.552 25.987 10.650 14.826 26.926 8.955 11.935 19.722 11.037 14.827 26.005 9.026 12.209 21.264 7.904 11.011 19.927 13.980 17.917 26.025 9.786 14.206 28.050 9.677 13.437 23.780 10.032 14.054 25.373 7.390 10.208 18.439 2.980 3.639 5.357 12.017 14.508 20.567 3.338 4.060 5.925 3.163 3.823 5.495 3.358 4.042 5.832 2.459 2.989 4.383
nirp_titian_88070011 12.594 16.717 26.678 5.042 6.376 9.546 9.586 12.966 22.830 5.809 7.494 11.732 6.510 8.523 13.723 9.253 12.336 20.750 12.130 17.091 31.675 5.219 6.532 9.444 11.174 16.554 33.927 6.701 9.187 16.042 7.945 11.177 20.776 10.251 14.570 27.796 3.706 4.543 6.607 4.357 5.336 7.719 2.642 3.222 4.734 2.088 2.495 3.591 2.039 2.447 3.537 2.505 3.054 4.485
nirp_titian_88070012 15.639 21.073 33.469 20.034 28.082 50.039 10.908 14.690 25.358 4.983 6.358 9.646 6.210 7.983 12.600 10.018 13.304 22.142 10.670 14.938 26.745 26.091 36.918 60.496 10.676 15.364 28.748 5.435 7.310 12.394 7.083 9.770 17.581 9.656 13.599 24.690 5.460 6.701 9.781 13.079 15.781 22.334 3.641 4.454 6.503 1.927 2.301 3.293 1.989 2.386 3.427 3.131 3.828 5.615
nirp_titian_88070014 11.409 15.003 24.013 5.362 6.832 10.385 8.668 11.690 19.970 5.519 7.128 11.105 6.241 8.117 12.901 8.650 11.550 19.000 11.658 16.501 30.539 5.725 7.179 10.443 10.150 14.713 28.693 6.277 8.515 14.600 7.391 10.276 18.456 9.607 13.554 24.845 3.446 4.210 6.148 4.534 5.561 8.053 2.526 3.069 4.479 2.204 2.648 3.807 2.178 2.618 3.777 2.626 3.194 4.659
nirp_titian_88070015 12.743 17.056 27.459 11.625 15.661 26.053 8.659 11.669 20.043 4.628 5.928 9.110 5.245 6.758 10.556 8.164 10.864 18.007 10.497 14.643 26.708 13.184 17.811 28.493 10.130 14.695 29.181 5.231 7.074 12.027 6.085 8.384 14.725 9.437 13.393 25.245 3.737 4.579 6.709 6.717 8.178 11.737 2.485 3.020 4.406 1.988 2.373 3.390 1.961 2.343 3.358 2.387 2.898 4.225
nirp_titian_88070016 11.412 15.422 25.963 13.657 18.946 33.153 10.427 14.465 26.323 5.513 7.219 11.463 6.869 9.133 15.241 9.294 12.631 21.700 10.858 15.599 29.822 15.703 21.606 33.827 11.646 17.274 34.402 6.036 8.240 14.254 7.858 11.086 20.361 9.109 12.870 24.006 3.207 3.930 5.791 11.221 13.723 19.546 3.581 4.380 6.417 2.104 2.525 3.631 2.158 2.599 3.763 2.637 3.211 4.717
nirp_titian_88070017 14.607 19.802 32.237 4.797 6.163 9.476 9.815 13.543 24.275 4.328 5.548 8.482 4.855 6.243 9.684 9.191 12.436 21.454 11.968 16.935 31.138 5.141 6.525 9.652 12.338 18.329 37.498 4.874 6.547 10.945 5.612 7.663 13.229 11.256 16.315 32.202 4.770 5.859 8.508 3.635 4.440 6.423 3.202 3.901 5.719 1.939 2.315 3.310 1.928 2.303 3.306 2.679 3.265 4.795
nirp_titian_88070018 9.165 12.091 19.452 10.630 14.271 23.491 8.373 11.167 18.826 5.484 7.079 10.939 5.627 7.275 11.526 8.482 11.051 17.619 10.432 14.809 27.686 12.353 16.476 26.305 8.448 11.883 21.886 6.045 8.080 13.428 6.442 8.848 15.493 8.371 11.359 19.529 2.636 3.210 4.687 6.445 7.850 11.310 2.414 2.930 4.274 2.412 2.888 4.144 2.022 2.419 3.466 2.623 3.183 4.644
nirp_titian_batvg_p_1900_43 16.499 22.047 35.679 34.524 50.597 90.012 10.674 14.884 27.103 5.640 7.296 11.356 6.311 8.235 13.294 10.576 14.422 24.872 8.950 12.184 20.959 49.283 77.153 114.187 9.554 13.811 26.369 6.444 8.903 15.800 7.687 11.003 20.835 9.044 12.692 22.909 5.704 6.990 10.161 55.672 65.104 83.516 3.744 4.542 6.575 2.120 2.529 3.622 2.013 2.406 3.454 3.527 4.279 6.231
nirp_titian_b-m-211 15.462 20.875 34.205 18.986 26.745 47.531 9.010 12.333 21.521 4.903 6.369 9.966 5.346 6.959 11.011 8.568 11.565 19.487 9.018 12.400 21.726 24.508 35.932 65.636 8.022 11.331 21.047 5.579 7.565 12.982 6.226 8.617 15.268 8.676 12.241 22.749 4.455 5.500 8.066 9.994 12.256 17.561 2.739 3.344 4.908 2.012 2.407 3.459 2.011 2.406 3.463 2.541 3.099 4.538
nirp_titian_b-m-570 23.591 31.909 51.918 16.226 22.711 38.074 12.901 18.381 33.445 5.573 7.209 11.327 6.451 8.432 13.422 12.219 17.064 30.599 12.355 17.282 30.982 19.561 26.855 42.294 8.557 12.008 22.208 6.374 8.577 14.498 7.585 10.362 17.882 8.686 12.215 22.424 9.187 11.227 16.249 9.085 11.012 15.640 4.669 5.705 8.299 2.311 2.777 4.002 2.506 3.024 4.373 3.973 4.858 7.110
nirp_titian_cancm_4036 22.530 30.921 52.630 7.943 10.439 16.622 8.026 11.114 19.310 4.487 5.931 9.673 4.963 6.578 10.746 7.913 10.914 18.791 11.839 16.976 31.494 9.192 12.054 18.535 8.883 12.708 23.588 5.485 7.558 13.195 6.162 8.546 15.288 8.671 12.392 22.710 9.084 11.099 16.049 5.941 7.232 10.420 3.327 3.997 5.723 2.153 2.571 3.674 2.126 2.540 3.642 3.283 3.941 5.670
nirp_titian_eu_741 11.004 14.736 24.298 11.395 15.444 26.314 8.500 11.501 19.098 4.692 6.112 9.631 5.654 7.363 11.628 8.098 10.830 17.619 8.430 11.533 20.081 13.089 17.605 28.090 8.583 11.951 21.001 5.416 7.374 12.642 6.565 9.038 15.716 8.248 11.360 19.675 3.310 4.040 5.920 7.764 9.458 13.626 3.102 3.774 5.489 2.074 2.483 3.560 2.208 2.660 3.848 2.936 3.572 5.201
nirp_titian_gla_hag_43830 15.342 23.287 45.598 18.624 30.456 72.902 14.966 22.652 43.548 5.516 7.262 11.689 6.959 9.275 15.610 11.450 16.824 32.426 13.097 20.151 43.035 8.422 12.377 24.905 11.864 17.625 34.501 5.940 8.035 13.657 7.688 10.682 19.007 12.088 18.146 36.964 9.340 11.378 16.299 21.946 26.406 36.656 7.531 9.166 13.246 2.635 3.166 4.533 2.847 3.424 4.890 5.566 6.828 9.911
nirp_titian_gr_243 6.285 8.409 14.043 25.732 40.898 90.836 6.132 8.137 13.527 7.027 9.745 16.947 6.230 8.310 13.896 5.767 7.521 11.910 5.578 7.701 13.403 6.506 9.064 16.099 5.760 8.059 14.341 8.570 12.220 22.413 7.563 10.751 20.150 5.934 8.171 14.070 2.144 2.572 3.699 30.497 36.246 49.769 2.171 2.598 3.722 2.979 3.568 5.072 2.210 2.642 3.772 2.323 2.775 3.965
nirp_titian_hhtp_2001_1_12 18.735 26.285 46.839 38.457 59.030 106.359 18.801 26.526 45.840 12.055 15.341 23.601 16.907 22.120 35.063 14.913 20.580 35.386 11.008 15.955 31.228 65.770 93.518 124.445 16.336 23.874 42.247 12.392 16.482 27.406 14.881 20.197 34.100 14.071 20.716 38.793 10.942 13.381 19.132 57.498 66.885 86.956 10.155 12.355 17.590 4.287 5.170 7.423 5.240 6.372 9.157 7.425 9.056 13.086
nirp_titian_mnemg_pcf_kt_mm_30_006 14.705 20.531 34.755 6.984 9.180 14.734 6.371 8.963 16.982 4.897 6.561 11.047 4.507 6.055 10.215 6.462 8.948 16.479 14.095 20.809 40.332 7.801 10.294 16.049 8.660 13.077 27.506 6.117 8.452 14.832 5.887 8.315 15.274 8.636 12.778 25.698 6.369 7.673 11.001 4.673 5.706 8.242 2.267 2.714 3.883 2.451 2.943 4.223 1.950 2.325 3.316 2.301 2.760 3.952
nirp_titian_ncm_1907_127 17.400 23.603 38.277 12.240 16.333 26.524 9.835 13.644 24.703 4.665 6.003 9.147 5.326 6.870 10.687 9.585 13.097 22.845 12.028 16.905 31.081 13.428 17.744 27.403 10.390 15.085 28.991 5.250 7.041 11.828 6.182 8.456 14.727 9.950 14.219 26.372 5.974 7.320 10.592 8.127 9.887 14.232 3.410 4.121 5.966 2.362 2.810 3.988 2.295 2.733 3.882 3.363 4.075 5.912
nirp_titian_ncm_1910_60 15.638 22.053 38.583 22.994 33.388 61.412 7.677 10.200 17.250 4.812 6.189 9.530 5.630 7.323 11.668 7.712 10.155 16.833 7.734 10.674 19.265 29.484 43.600 77.235 7.184 9.889 17.631 5.372 7.183 11.986 6.632 9.165 16.062 7.015 9.532 16.561 5.178 6.374 9.305 14.642 17.572 24.568 2.358 2.850 4.151 2.170 2.598 3.735 2.171 2.606 3.755 2.343 2.836 4.138
nirp_titian_plymm_059 11.922 16.615 29.080 17.757 26.286 50.580 7.306 9.956 17.820 4.148 5.390 8.511 4.655 6.085 9.702 6.902 9.282 16.153 10.402 14.801 28.062 22.051 33.114 61.988 8.896 13.010 25.512 4.803 6.593 11.396 5.546 7.736 13.820 8.336 11.976 22.753 4.488 5.486 8.010 16.305 19.774 27.965 2.505 3.024 4.383 1.975 2.350 3.342 1.926 2.291 3.261 2.344 2.830 4.111
