img itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg
nirp_boudin_3605 27.683514 33.856805 39.171215 22.135076 35.450693 38.615620 36.895556 49.651948 57.262490 35.380912 47.099741 54.321451 39.007470 17.051648 47.178321 27.477843 56.278842 27.453477 9.961477 1.471720 14.403963 10.852131 16.164124 21.250495 118.644316 151.213350 261 29.753935 71.072886 0
nirp_boudin_ag002293 27.138578 36.146706 46.289344 33.689836 41.821538 45.086543 48.662782 61.808619 71.718835 48.719454 62.126551 71.182508 37.938572 10.224851 46.458861 24.534784 57.225770 26.860071 4.524646 18.970293 7.315643 23.002176 9.286896 24.479932 122.733168 179.244542 198 16.386898 36.254154 0
nirp_boudin_ag002623 14.448103 20.941120 25.908612 10.084684 16.885475 22.056758 27.006237 37.808684 44.249960 27.543908 38.226755 44.286195 26.620995 7.649283 30.411128 12.007732 35.517951 25.951088 2.996387 17.855045 5.980101 26.009285 5.891769 26.636628 80.475357 115.191242 3 9.395890 30.690504 0
nirp_boudin_bermg_1424 19.420651 32.810889 41.376086 22.177815 25.117670 24.545539 38.737114 49.353521 54.428669 35.935169 48.381187 53.255473 75.509420 11.919137 95.200380 25.481105 116.843433 27.441491 8.914263 5.503870 13.596621 15.777595 15.399113 26.541490 178.103564 179.799580 426 26.696078 54.957365 0
nirp_boudin_bermg_1425 38.286325 53.525888 67.623746 47.958297 60.117132 71.569987 39.629224 52.967294 66.642552 42.468807 54.850285 65.197551 57.241146 26.738300 66.612015 27.222399 86.744764 27.308742 45.101874 17.210621 56.444005 26.922505 66.475436 26.798274 178.875269 179.814652 1213 150.831981 179.582488 643
nirp_boudin_b-m-1043 27.502050 44.243854 60.170507 29.998663 36.550288 40.239423 46.934102 53.043365 54.948924 46.063948 52.719051 54.821075 28.527317 17.687260 49.012759 27.415038 71.169398 27.453502 15.082212 5.630618 23.713784 18.498734 31.687482 25.959075 89.866937 179.367147 473 48.327775 125.711011 60
nirp_boudin_b-m-689 15.644559 27.838308 41.988954 42.984816 45.090761 48.737854 52.958433 54.823298 62.198008 44.032979 49.560356 58.748120 19.873160 21.963567 30.795185 25.416563 37.484294 27.246035 25.488088 22.633437 35.124305 24.498561 37.813269 25.756046 56.544780 110.972203 1 63.512173 123.369170 30
nirp_boudin_b-m-697 26.337401 34.200240 44.443515 21.601203 30.791185 42.855689 44.550725 50.237453 61.374701 47.584738 53.533741 63.526752 9.850763 2.204442 12.260349 6.813209 13.391123 20.854428 22.587402 11.720254 27.374547 25.940409 29.180161 26.303051 26.957310 54.840769 0 73.101716 132.246803 137
nirp_boudin_brm_bifa_51_1 48.081352 58.762401 68.912008 51.393530 66.021846 76.327837 28.148070 42.565183 48.664061 22.074046 35.914509 41.662115 63.956245 27.386218 70.892843 27.456168 83.775780 27.414145 51.820023 19.298873 62.478843 25.785272 75.176545 26.070758 170.928426 179.924608 200 162.166462 179.315132 2479
nirp_boudin_fa000268 64.754955 71.222335 74.030781 25.053569 33.690031 39.394386 50.594194 62.644320 69.328149 49.767754 62.632648 68.895255 58.773991 27.193564 68.254331 27.373064 78.102779 27.316590 8.544697 10.253743 17.973181 27.270112 23.891634 26.494454 158.981435 179.633949 274 23.423125 76.841014 0
nirp_boudin_gla_hag_43457 26.218567 33.203437 42.221216 22.511071 32.125970 39.484264 32.248263 44.052730 50.084119 31.528407 43.002326 49.100631 36.821327 14.602736 41.218396 16.535221 49.388859 24.409482 6.502140 1.508715 14.637233 8.938181 23.007496 27.404849 110.347768 144.177451 18 18.634551 61.013072 0
nirp_boudin_k2924 11.798849 15.734206 30.967838 18.939146 23.023391 29.265258 28.926165 36.045377 44.860070 29.336435 37.431178 44.937142 5.934914 26.432312 9.202235 27.092983 13.482745 27.144485 3.713772 3.868717 7.011880 25.609983 12.027205 25.779269 19.615548 35.819854 0 13.173982 33.204545 0
nirp_boudin_k4001 42.990139 50.246347 51.142214 35.453929 43.137490 44.832410 34.569231 41.802576 46.986926 42.878562 52.061534 59.444195 6.850408 27.349541 8.923792 26.818054 8.488353 16.565855 25.246232 19.188403 33.111189 24.464956 39.392228 23.665124 19.496625 34.892943 0 57.981224 112.878391 146
nirp_boudin_kirmg_180 32.111510 43.044551 48.681347 12.918194 16.151531 18.272333 42.371200 48.921641 53.495677 42.695695 49.273256 54.837661 39.497463 11.691745 60.940464 27.000846 79.474773 27.400879 5.487391 7.674117 9.333666 21.945761 11.594871 26.079332 103.905672 179.958212 569 13.590152 36.243971 0
nirp_boudin_l_f121_1981_0_0 40.971585 54.282785 63.352296 35.940521 44.884078 48.408544 47.553719 55.568875 60.144084 52.854558 62.338305 67.911884 3.327119 15.789984 5.984931 26.793604 11.422765 27.191846 18.197728 14.702856 23.388262 19.866525 28.267614 25.082201 11.113619 27.944393 0 60.976547 87.970688 1
nirp_boudin_ncm_1975_36 57.028246 65.299209 70.888449 38.875880 48.045607 54.333424 65.183223 73.108398 75.011872 68.284151 76.465600 77.748517 52.091224 17.102156 57.275206 26.940533 64.400042 27.108259 17.856143 14.362736 22.787881 22.685373 29.338999 25.811277 146.196684 153.726977 9 52.433823 90.408836 43
nirp_boudin_scag_4_1986 16.783681 29.913860 35.670962 42.608400 44.485665 45.687103 52.238412 58.440086 66.502393 48.482139 57.695393 67.638119 12.748012 10.895316 19.064526 27.165274 26.324303 27.298404 14.071239 7.490754 25.030964 19.505971 31.120175 25.427604 44.205688 85.374629 6 47.184660 94.053548 18
nirp_boudin_scag_45 17.711440 24.886633 26.907646 20.696617 29.066177 32.529661 27.186094 34.699816 44.563373 26.184471 33.575525 43.536899 24.711311 20.974494 29.269094 25.450873 43.947336 27.255611 4.150054 1.477871 6.510670 16.224369 8.978239 26.118053 79.631559 111.098675 81 15.480157 29.825070 0
nirp_canaletto_1314 32.440009 48.739153 51.279480 58.660285 74.169495 81.875833 73.680803 82.022893 87.646797 78.455897 85.063385 89.960547 56.615666 27.426105 63.961399 27.453351 68.641572 27.413198 18.726361 10.816326 31.732060 26.787110 39.465170 27.345883 147.787294 166.292150 5 58.565853 143.372614 37
nirp_canaletto_182 41.317835 48.876689 63.967805 53.857855 60.738856 68.337491 68.337583 77.618918 81.284271 71.444393 81.776926 87.062100 33.932966 24.189617 37.622399 26.663914 43.191634 26.559727 10.658030 24.823378 17.650265 25.676499 24.508999 27.313271 101.354814 132.634790 0 38.959174 84.930229 60
nirp_canaletto_1899_4 32.885441 50.597219 57.911602 27.481152 34.064889 37.846977 51.917442 63.500160 68.102249 52.069947 64.173535 70.011934 67.591854 25.683350 81.539064 27.437892 97.988242 27.440701 10.750183 22.270649 17.711015 26.335411 18.594172 25.849710 179.192301 179.749576 177 34.503789 69.106895 0
nirp_canaletto_1982-32-1-b-m 29.778343 40.520146 46.448936 28.452793 38.975072 47.306878 47.447769 54.488257 58.046341 47.740922 54.186158 58.979019 49.935096 16.770443 59.810348 27.361326 67.601889 24.320692 11.037183 22.908638 24.913596 23.994596 33.755990 26.518732 126.452019 155.610189 4 33.068042 133.945678 65
nirp_canaletto_1982-32-2-b-m 26.544285 34.211268 39.314721 37.953903 43.453874 47.594299 57.707593 62.831284 69.029454 58.493084 63.591940 67.142431 50.727849 26.464113 62.127338 27.368291 67.996458 24.665347 8.336361 17.723256 15.540131 25.264355 22.302185 26.841596 152.911718 167.557895 5 22.606847 75.561457 1
nirp_canaletto_2359 34.461188 47.675279 51.761618 29.418699 38.070897 46.740053 50.702129 58.252058 66.348562 52.521114 60.473972 69.736688 53.517280 27.452081 68.529125 27.489227 75.854513 27.345850 12.540432 24.581464 21.860008 26.656465 26.498499 26.046505 154.195790 179.926690 12 36.906230 101.283901 16
nirp_canaletto_2741 29.066422 40.987016 47.139902 42.001982 55.679618 64.246083 43.428551 56.989059 66.352091 40.213169 56.662601 67.967544 50.646584 27.200471 59.436481 27.408209 64.365933 27.442509 16.677338 25.817525 32.731287 26.632199 40.755562 26.913706 138.001954 165.375393 6 61.942641 148.481502 131
nirp_canaletto_551 46.015262 56.731919 66.154979 43.303078 54.259630 61.201213 34.095607 43.614856 51.305307 34.219335 44.179219 52.833795 36.242888 15.017164 41.594510 26.736611 45.385677 26.745743 18.299262 17.208404 25.277966 26.967547 29.572156 26.045021 125.605527 154.271858 0 57.773478 101.712500 8
nirp_canaletto_767 56.403506 62.963093 70.785032 18.276492 27.971381 32.069167 57.833791 65.322979 70.516524 60.348532 67.689529 75.787076 48.077212 21.043726 62.608620 27.279245 73.390305 27.472964 11.241489 19.940563 17.788278 24.622547 21.541825 24.947355 130.162338 179.796399 80 32.302970 92.040241 1
nirp_canaletto_a450 46.116143 60.674855 71.853634 58.481025 64.702304 66.853147 71.778929 79.732666 84.239016 69.363688 77.544731 82.724300 52.749557 18.530987 66.118627 26.644614 93.642550 27.361081 14.195875 3.538815 19.608809 26.396642 23.837588 25.957423 166.465073 179.991211 752 43.094564 86.552563 0
nirp_canaletto_a451 36.652238 68.137869 79.448325 63.466979 72.388653 76.457241 74.094380 81.930653 86.767118 70.879727 79.577887 84.630252 54.172464 23.683229 67.710797 27.290973 94.911694 27.461696 13.134526 5.586792 18.329873 26.387536 23.620293 21.952942 175.563013 179.800874 1384 41.721649 93.216737 15
nirp_canaletto_batvg_p_1935_11 31.400445 36.830298 44.093433 52.480408 60.549571 68.504581 66.385323 75.112111 81.850452 64.928308 73.479929 80.237675 61.248054 20.313572 65.065086 27.449674 77.755942 27.386813 18.725813 7.974815 28.236166 20.776043 35.773576 26.602369 167.770173 179.569935 202 55.757408 114.962521 17
nirp_canaletto_brm_bifa_54_1 48.821492 55.441815 60.029187 58.815847 66.268551 71.547175 41.204300 48.999009 54.637381 33.349387 42.892797 52.447530 36.093025 27.480375 42.547873 27.439719 47.282746 27.318153 24.455889 7.388421 36.360043 27.002932 50.217074 27.272586 108.211339 149.684479 7 70.954357 154.719307 266
nirp_canaletto_cp_tr_150 58.483310 68.385097 76.691536 42.213737 47.808236 54.678921 73.630048 80.019152 85.762022 80.479514 87.284172 93.820518 34.117502 13.887709 71.892089 27.041330 103.368754 27.441950 22.817270 9.916548 28.118920 26.199627 32.359430 24.474700 114.244748 179.969458 169 80.204812 115.147455 16
nirp_canaletto_gla_hag_43504 29.680229 39.228787 45.759336 33.878308 41.161248 47.572395 36.727977 43.930769 54.948222 36.756167 44.906072 60.020873 59.749534 17.053426 64.365104 27.436284 69.265455 27.413340 11.496767 19.451655 16.837817 26.080565 26.570259 26.092838 154.645096 163.153970 2 41.524551 94.416847 24
nirp_canaletto_k5269 44.464485 50.444438 54.173373 50.033801 53.041946 56.475928 52.416123 57.305088 58.924681 54.736948 60.221971 62.103443 48.855961 20.969474 53.480214 27.396009 56.261303 26.774410 11.593387 11.820723 15.585738 26.066770 24.365801 26.529189 136.416557 144.366986 0 38.727457 71.601363 14
nirp_canaletto_k5270 41.035321 47.898995 55.117327 48.928282 53.651846 58.999940 56.543582 59.290865 65.146428 57.760766 60.046146 64.965936 46.389152 19.359757 49.644126 27.472813 51.889554 27.473034 7.511563 19.863397 10.733829 26.071962 13.975911 25.470206 130.688135 142.783794 1 19.242930 45.869493 0
nirp_canaletto_killm_1994_1242 33.959527 41.481885 49.959220 60.231704 65.320939 64.942603 67.532369 75.071929 78.560721 64.739563 72.072856 74.497997 19.870176 17.510435 23.239409 22.992251 24.958814 27.085168 16.074973 6.174160 20.641119 16.423756 23.887333 26.691819 53.347820 87.026077 0 44.668511 77.784904 2
nirp_canaletto_ncm_1890_1206 40.014795 48.319430 53.035963 46.522156 53.822171 56.792985 38.385104 46.930212 58.278876 36.781414 46.555518 58.877225 59.238000 27.424417 65.679767 27.436916 69.844181 27.459089 9.038520 11.120877 16.858367 22.722960 21.560504 26.643734 154.889070 164.724746 10 29.563328 65.910996 1
nirp_canaletto_pd1989_14 40.755313 54.468156 47.303988 36.855089 53.602922 66.321993 34.785033 40.153620 59.398071 38.674732 42.828621 62.023648 56.326949 23.118920 63.127800 27.371266 74.656578 27.380080 17.648151 25.373877 27.307307 27.223946 25.667380 23.708508 156.126376 174.178656 108 52.544023 136.522480 52
nirp_canaletto_skipm_2006_1_135 61.097324 72.885923 79.633697 58.258779 67.873446 75.227264 41.638815 52.368685 59.182454 43.364767 56.889467 66.739166 37.340981 22.026689 44.558167 27.434537 45.890844 27.376986 34.354318 12.463653 46.679580 22.701638 55.967779 25.093257 115.027622 179.780070 132 109.579633 171.960531 455
nirp_canaletto_skipm_2006_1_27 53.706930 61.789755 66.587096 50.683361 59.496810 63.803237 40.385731 50.427879 57.810547 40.724906 53.138300 64.256284 22.105106 26.883825 29.192904 24.850881 47.229842 27.445467 23.365321 10.880290 30.515314 24.201904 41.680439 27.017562 70.677995 149.811928 37 80.615862 138.920915 197
nirp_canaletto_skipm_2006_1_28 42.130741 48.566133 51.754288 25.823237 39.599548 45.046101 40.946442 48.663333 52.757252 50.668024 58.766053 62.171783 13.627868 27.413510 19.447018 27.439652 24.884490 27.414445 32.071683 9.002948 40.409954 26.835871 45.158300 27.239044 44.668783 85.920752 3 92.383593 167.856536 378
nirp_canaletto_som_hm_a263 31.607622 50.734619 60.389354 28.264364 35.384465 40.707429 46.646231 53.741104 56.731168 53.768771 63.484191 68.328362 44.113313 14.972962 55.685725 27.424573 79.744553 27.337299 23.469173 10.250119 33.372549 26.135748 36.576041 27.181811 125.453661 179.840665 1199 64.730056 126.649008 64
nirp_canaletto_souag_b42 57.767583 63.269886 67.944347 75.337388 81.998591 84.780425 64.903303 70.743133 76.787551 62.324833 67.247484 75.214390 30.681151 24.113043 33.539823 27.463356 33.881006 26.518455 21.111123 24.644187 26.736703 26.352038 38.126654 26.974864 98.589744 122.135987 0 59.898390 101.472628 172
nirp_canaletto_twcms_b4949 77.539608 84.950544 88.489721 64.809353 73.444587 77.407610 20.514931 30.956344 38.070314 12.719334 27.037386 32.166874 47.967494 16.010647 54.664017 26.122396 59.105464 27.437758 64.592997 14.911496 73.019004 22.055104 77.618115 25.778991 119.129903 167.732452 30 163.706362 179.511255 1555
nirp_canaletto_twcms_c186 35.929602 49.433414 60.095993 55.006784 59.475276 60.319482 56.736018 60.411176 61.834154 49.819248 54.208535 52.243350 42.591891 22.727091 49.188633 27.435488 55.095378 27.425128 21.131519 20.623817 25.058579 25.937675 27.807100 24.038941 121.124843 160.309341 2 59.688706 101.997788 30
nirp_canaletto_twcms_c7353 15.708916 33.144184 48.281849 31.972826 37.031941 46.598232 51.893276 53.637094 59.616430 50.689826 52.606387 56.857017 38.432804 15.582601 44.977086 27.135517 51.927003 27.419749 10.811220 25.564137 14.555889 26.950811 17.472789 26.899049 114.239851 146.717927 1 33.411890 75.785999 16
nirp_canaletto_twcms_c7370 46.644133 57.203899 63.885660 49.672032 61.302385 68.297391 56.065813 65.428875 72.042126 50.746328 59.339780 64.116653 16.673574 13.840937 23.625556 26.802845 24.134556 27.470109 19.864905 9.990317 27.826103 24.066226 32.636360 26.931511 44.708728 100.116180 0 63.698693 110.154713 40
nirp_canaletto_va_pc_2006bh7594 35.549890 42.359749 44.883201 50.638249 58.838639 61.972643 51.692067 64.623597 71.752189 53.077664 66.702700 73.853930 44.247481 16.620211 54.897620 27.448617 63.513741 27.387333 16.349635 22.232425 21.336903 26.585449 29.488458 26.409093 118.029385 154.242155 53 47.801918 95.553433 78
nirp_canaletto_va_pc_2007bn4503b 58.817050 66.222605 72.675919 53.465988 61.840236 65.891440 45.930193 54.595865 58.596224 48.824870 59.256785 64.911034 19.693984 15.628524 23.931576 26.859442 25.495117 26.172420 22.534592 5.570344 32.460759 20.136626 36.942102 26.434061 59.403276 97.427530 0 64.114681 120.610504 120
nirp_canaletto_va_pc_2007bn5794 39.640547 46.773403 51.177167 68.835946 73.526033 77.932063 58.606073 63.317253 70.177941 55.639708 64.564088 74.792625 42.984788 18.858567 45.634712 25.341750 46.463093 26.771059 33.961149 10.995511 53.782185 24.810749 67.625334 26.769766 118.639123 134.452007 0 87.134042 179.487614 1546
nirp_canaletto_va_pc_2007bn6092 40.871870 47.025045 55.795533 51.032346 56.394027 61.770820 45.323060 50.333684 56.085062 46.988372 54.989680 64.320952 15.988914 26.013252 18.034920 25.956220 19.258576 26.899577 13.566745 3.165629 34.794620 24.895472 47.018850 25.107963 40.288742 58.747367 0 44.787163 156.074830 365
nirp_canaletto_watmc_2004_361 40.877725 46.031179 52.079914 53.042842 56.916636 59.780843 47.591713 51.571173 53.429990 49.210135 55.211616 57.904220 11.086475 24.906374 12.771686 26.264335 9.037679 26.604127 30.978178 19.728079 40.503325 25.052413 46.898965 24.511143 30.551842 51.464329 0 95.689837 150.065726 479
nirp_caravaggio_1_32 9.875069 15.560869 20.672761 15.617723 19.099997 25.737381 27.320422 33.739912 45.632882 40.723033 50.478111 68.053081 4.489373 27.470280 6.662595 27.479086 9.112032 27.433403 38.402836 9.390685 48.461399 13.213611 63.312864 27.325988 13.579831 31.022008 0 109.335821 151.652537 599
nirp_caravaggio_1872_1_3 40.224833 48.228353 56.383578 45.385119 51.808334 58.300883 19.033260 24.581587 28.254441 19.981364 26.530099 32.591737 14.759393 6.735188 26.441508 23.740341 42.773427 27.447173 5.731314 0.432010 10.312988 23.888598 12.625346 24.278000 55.179379 126.529555 103 19.351526 48.142200 0
nirp_caravaggio_1962_139_1 40.998557 50.833169 64.719899 44.827910 50.512968 56.831403 31.102721 37.685858 43.527316 35.467570 44.519374 56.149693 43.026213 17.605232 74.917100 27.467786 103.289879 27.482685 15.033415 4.349642 26.403011 27.039591 35.552513 26.653478 123.940412 179.988372 376 50.716628 124.527514 180
nirp_caravaggio_batvg_p_1919_5 42.030849 54.501796 63.890742 40.146797 49.708553 53.816330 18.969711 27.751373 35.052566 25.313370 37.105334 50.979911 20.166445 19.712453 33.248855 27.489237 54.647200 27.459507 24.796261 14.049597 33.762558 25.188930 46.202632 23.729530 69.518759 131.215701 117 81.241077 137.254516 218
nirp_caravaggio_b-m-818 18.013239 32.579219 52.814551 22.108458 34.704358 57.089058 24.776887 35.605376 50.929673 31.272428 45.747247 65.284167 12.202472 3.462510 19.336906 7.760909 33.896070 27.356466 22.688310 3.739866 33.872768 12.185673 50.663053 26.660314 41.061017 106.955428 43 80.587762 151.776518 445
nirp_caravaggio_bolmg_1999_127 31.968415 46.319316 63.287107 35.276985 43.441835 52.105207 29.754535 41.252675 51.927184 35.393486 51.923385 66.775854 52.784417 23.727937 76.691700 27.422766 104.361174 27.482765 23.458993 2.906853 40.419470 25.710789 56.708837 23.185979 153.872807 179.931653 353 66.836500 170.901930 284
nirp_caravaggio_som_hm_a224 35.165872 60.344438 77.253457 39.433210 67.254709 88.809452 47.996081 76.672909 96.323886 45.096718 72.590291 91.387839 44.210014 10.882206 75.240743 27.499954 93.013406 27.297769 8.753893 19.470742 12.615910 27.499726 15.189035 26.813443 105.990341 179.132353 6 24.280161 49.238806 0
nirp_caravaggio_stigm_8024 23.218987 34.299753 49.246849 28.632378 36.911337 44.179946 24.212237 34.391296 42.971934 26.151673 38.243179 49.568239 27.765435 15.212071 43.039054 27.215748 71.513380 26.965006 6.868578 0.260386 14.565727 1.768744 11.580319 23.238342 107.807630 179.831373 910 26.369138 48.838562 0
nirp_carlevariis_mnemg_00_1873_37 19.724750 31.617653 27.827642 19.299877 37.602715 38.069636 35.802632 48.441936 52.086013 47.309509 58.318376 62.262471 28.520848 11.547075 39.769708 25.697243 50.986361 27.418244 36.399563 16.164860 41.828073 23.303877 46.596296 26.524484 87.639758 164.520079 109 106.904241 136.406739 140
nirp_carlevariis_mnemg_00_1873_38 40.606221 48.537552 49.860191 54.962030 60.239544 63.100920 41.799685 47.449146 50.154316 42.332162 49.319827 54.011494 21.582717 11.359544 27.777988 15.162034 36.456615 27.334734 35.006548 22.211273 40.354728 24.067421 47.574992 26.018529 63.397364 92.704757 0 108.053158 158.409330 354
nirp_carlevariis_va_pc_2006be8919 17.947084 24.732981 21.755010 23.710389 29.568081 32.222839 23.829264 28.678924 31.087665 29.305417 35.101560 41.544423 8.102714 25.535763 11.231278 27.345447 14.039468 27.286535 23.258339 3.656861 29.047356 14.563680 41.025044 25.123096 21.137714 56.490422 0 84.076243 116.911291 483
nirp_carlevariis_va_pc_2006be8920 15.241555 23.655322 27.087741 12.355085 20.965913 27.884155 24.857686 35.697695 42.021002 36.958999 51.706893 58.786508 20.956926 26.167965 30.608861 27.415622 34.972689 26.232165 35.009442 25.840756 48.883276 26.863224 55.353139 26.767198 68.782928 87.818937 0 112.501658 150.243481 3
nirp_carlevariis_va_pc_2006be8921 13.726433 22.147618 26.313243 10.512295 19.057733 25.276215 15.213259 20.446599 27.214308 26.939121 36.169050 44.936285 2.964671 0.764763 4.332035 27.269925 6.752184 24.165932 24.796205 4.974048 34.232364 12.372105 49.840472 25.893948 10.889250 28.408737 0 75.400746 138.839310 545
nirp_carlevariis_va_pc_2006bh7385 30.390837 51.900286 59.842501 21.608688 40.885582 45.987551 13.769832 27.241187 35.429252 26.053710 45.531105 54.771580 24.011613 2.553189 42.747750 14.433677 60.540280 27.462074 34.413138 8.985685 56.369486 27.273132 67.518826 27.068929 77.551164 165.503783 221 121.516846 179.835556 1150
