img artist school country nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20 glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20 it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_cuyp_1899_1_39 cuyp baroque netherlands 11.964 16.821 30.596 50.076 77.200 135.327 14.473 20.241 35.209 18.713 24.460 39.062 12.227 16.916 29.976 16.850 21.804 34.035 8.411 11.761 21.274 10.079 14.540 27.390 12.797 18.078 31.648 14.102 18.183 28.506 11.589 16.409 29.527 14.526 19.161 30.828 4.627 5.678 8.262 98.174 110.175 131.978 6.842 8.359 12.008 7.416 8.928 12.716 5.218 6.375 9.196 5.999 7.317 10.571 19368655 82662681 176314776 10906.830 6417.036 5096.178 115062.187 51482.136 30807.291 1.000000 1.001234 1.000000 782304 3236998 6311366 49504.497 35805.720 28713.763 229922.191 165721.414 123808.949 1.000000 1.000000 1.000000 24458893 123269230 269853962 18712.547 11636.173 9427.043 146637.804 75219.188 50501.407 1.000000 1.000000 1.000000 29209112 78550918 112059031 22268.091 23164.052 62610.938 259894.262 248183.479 236721.982 1.002826 1.000000 1.017279 34027821 142841096 264970165 56273.244 50134.292 43619.656 147119.083 90163.058 69994.327 1.000000 1.504281 1.000000 26580545 149660197 368552301 30600.030 54993.512 62921.816 219716.982 200776.120 188283.961 1.000000 1.000933 1.000000 4500 0 0 26129 0 39092 41922 11807 0 0 0 0 140.554629 18.452349 20.814194 4.473328 176.453593 30.730370 253.473218 8.855451 148.852183 33.809247 246.533833 29.856523 8.163744 10.203726 12.621733 42.218228 45.793608 49.456189 47.226376 51.686225 55.081820 51.727188 57.950107 61.927834 8.746427 24.415843 9.963419 26.133654 1.675805 7.449258 18.151869 4.221418 28.413442 26.647337 37.074196 25.764629 25.747660 36.904770 0 62.912557 137.901739 297 133.096540 29.906529 17.822628 8.160509 149.329752 57.426509 248.530526 18.796936 171.585490 51.791419 215.696975 65.448044
nirp_cuyp_1933p319 cuyp baroque netherlands 20.541 29.429 54.428 30.003 44.427 80.901 12.836 18.039 32.137 9.360 12.467 20.325 12.280 16.755 28.193 12.731 17.847 31.864 9.035 12.487 22.853 35.979 54.726 94.182 12.672 18.694 37.564 11.059 15.415 27.363 15.517 22.856 42.073 12.899 19.107 38.055 11.148 13.583 19.513 16.751 20.354 28.431 5.081 6.270 9.181 3.579 4.345 6.326 4.987 6.129 8.922 5.142 6.337 9.246 2177513 22863911 66546900 15775.435 9021.916 6512.862 160145.435 79971.684 41748.887 1.000000 1.000000 1.002341 2506539 15834884 33089614 49529.072 33292.587 27985.269 207917.138 132152.215 95179.137 1.000001 1.000021 1.000220 10613437 101705878 251615546 8680.517 5049.163 3910.951 119563.861 51023.595 31965.799 1.000000 1.000546 1.000000 46648122 277223464 702870614 48789.213 42918.635 36722.950 128600.145 73740.993 53985.554 1.000019 1.025432 1.051865 25581225 157885129 357984713 30023.275 26769.070 24438.852 138798.632 69007.624 47425.260 1.000617 1.000000 1.000000 10930901 104945111 266350318 20852.512 16911.325 12685.536 123728.637 58404.656 38328.543 1.000005 1.000003 1.008373 0 206115 17475 0 0 0 0 0 0 0 0 0 59.285526 21.906681 31.008750 7.067090 191.490021 27.856109 137.008930 68.655517 70.199580 30.063456 221.165448 25.471055 46.983583 57.933442 73.876708 40.535214 53.030575 63.707272 35.317367 51.745351 61.118588 37.253224 56.336496 65.766934 10.125584 27.168927 13.091063 27.358566 15.727474 19.292638 17.272685 18.983598 25.244928 24.673037 30.637937 26.678439 32.997533 74.175018 0 57.605172 90.545269 2 49.987869 23.555234 31.009262 13.396420 140.867529 62.744382 118.307612 78.943884 98.454081 66.812991 165.867815 67.782216
nirp_cuyp_1974_492 cuyp baroque netherlands 16.084 22.431 37.703 16.174 22.192 36.093 14.839 22.004 41.894 6.657 8.595 13.551 6.951 9.105 14.549 14.711 20.932 37.384 9.616 13.519 25.211 20.154 27.414 42.409 14.262 21.788 43.995 7.765 10.554 18.143 8.604 12.037 21.194 15.796 23.402 44.703 6.824 8.366 12.200 9.684 11.678 16.638 7.420 9.083 13.210 3.057 3.668 5.251 3.328 3.998 5.732 5.995 7.344 10.678 5156067 76934846 192836133 8763.366 5082.477 3821.452 117154.767 45238.495 24815.949 1.000000 1.000000 1.009907 69670205 169983088 285042392 34504.855 24708.705 20681.379 193092.118 124339.725 90954.509 1.000002 1.000229 1.000000 7815440 54934140 127177904 9575.484 5726.145 4470.704 119759.753 53911.009 34331.098 1.000830 1.000000 -3.206802 283352761 688986873 1041288349 45826.943 60609.957 39113.219 149413.935 121489.485 106593.268 1.001974 1.000000 1.000000 234970093 575295565 886205250 29432.660 21433.836 16179.039 100344.652 46846.788 31402.573 1.000000 1.000000 1.000000 10700270 104180498 251443318 14554.050 60526.877 50193.560 151739.382 116491.811 100351.065 1.000000 1.000000 -2.421737 0 85485 119072 0 0 0 0 0 0 0 0 0 109.367102 53.086754 28.740861 16.960543 103.910901 66.271433 222.116689 51.236156 191.938312 45.658164 158.476053 90.188776 49.201217 58.104972 64.912234 34.064206 39.863969 44.135494 66.371781 72.826230 74.497205 85.464599 94.242174 96.822026 14.034004 26.513124 22.121819 26.049635 33.812701 27.375892 59.968370 15.593123 67.716447 25.685607 73.031070 26.977216 46.419345 133.026908 0 162.511499 179.974886 1873 83.837297 54.179476 38.650614 30.247475 106.230069 76.100908 190.869561 77.682941 154.951129 62.020358 148.069969 99.051870
nirp_cuyp_31 cuyp baroque netherlands 15.195 20.613 33.656 6.005 7.731 12.032 10.779 14.328 23.814 7.207 9.310 14.637 8.220 10.797 17.428 10.434 13.723 22.156 9.324 12.799 22.108 6.659 8.516 12.837 7.362 9.837 16.341 8.226 11.298 19.223 10.160 14.308 26.006 7.807 10.402 17.213 4.725 5.781 8.403 4.493 5.463 7.916 3.276 3.983 5.793 2.815 3.401 4.925 2.819 3.408 4.939 3.102 3.771 5.489 6746562 99067973 232056091 13483.295 8394.864 6343.701 125166.770 59127.095 35825.734 1.000001 1.000175 1.005475 577218105 1739640125 2350918480 17763.331 10658.465 7899.134 150498.036 76756.179 47972.386 1.000000 1.000000 1.009174 13182225 168935649 363684758 7227.993 4147.200 3027.948 101492.785 43737.530 26078.847 1.000000 1.003297 1.206626 178486712 623729341 973812525 38371.404 31337.527 26525.702 99968.815 55278.738 42101.841 1.000000 1.004745 1.000000 144697150 421783181 570940141 8253.136 4830.923 3626.405 88047.693 37752.314 22618.263 1.013213 1.000000 1.000000 17586983 246032811 548875384 35149.413 29924.026 25792.276 107875.947 58479.815 43336.948 1.000049 1.000000 1.000000 34392 50456 46663 0 0 0 0 0 0 0 10960 18166 86.812710 35.720025 60.325691 78.372342 147.295913 44.502163 141.088492 77.381208 113.462680 27.722112 190.680619 57.694353 54.889949 65.656594 71.648969 17.033571 23.763102 31.468520 57.695462 63.573273 67.068481 66.029399 73.321725 78.216272 71.433902 25.257943 86.252267 27.428614 105.556362 27.365720 31.398470 10.849708 40.252865 24.669881 50.101592 26.925176 165.407151 179.958902 359 106.962260 160.840417 212 48.430930 37.730449 108.005143 99.525035 122.477383 70.471639 110.363837 81.304534 86.981360 43.012970 146.686803 82.103265
nirp_cuyp_49_246 cuyp baroque netherlands 25.717 35.707 63.296 59.886 85.428 133.150 18.819 25.569 41.143 11.223 14.736 23.287 17.140 23.240 36.955 18.438 24.859 38.972 12.338 17.757 33.864 13.320 19.342 36.636 15.897 22.629 38.376 12.862 17.857 30.787 22.340 31.148 50.810 15.750 22.191 37.283 14.854 17.953 25.435 31.288 37.376 51.518 8.766 10.682 15.299 3.928 4.831 7.061 8.960 10.901 15.609 7.987 9.732 13.941 2044757 23072736 77101486 15417.215 9568.118 6381.295 167513.397 90902.373 47841.066 1.000000 1.000000 1.000000 416414 2961120 6339061 73987.979 55139.428 42437.460 244021.678 184485.224 136364.567 1.000000 1.000004 1.000110 8659822 130506584 299591728 14039.001 7605.471 5469.908 158296.918 69537.220 37668.336 1.000147 1.006238 1.000000 45555518 326100479 543421119 37281.431 64587.161 54454.223 150379.138 88081.199 65775.858 1.000000 1.000000 -0.900556 23572087 177625671 325885511 29674.488 24210.600 21928.665 166929.675 89412.586 55640.258 1.000000 1.043121 1.000000 9748656 148708688 333870931 49780.273 41840.789 33001.894 167875.425 90501.497 58808.729 1.000000 1.000000 1.000000 0 0 0 0 0 0 0 53891 125471 0 0 0 93.000632 16.199559 34.637143 4.113002 183.487970 43.930521 211.429744 51.825786 110.226045 41.707096 229.960030 39.240932 23.518556 34.816323 45.848154 36.630682 45.209671 49.744081 39.095792 50.321442 56.575522 43.246061 56.168911 63.530126 7.551941 11.581976 9.639982 17.846200 10.229326 26.434588 21.542001 25.743855 32.562555 24.552729 33.628806 26.152883 23.674880 45.583362 0 79.941926 150.663843 110 90.365743 28.441786 31.281922 8.182350 160.437259 58.799454 190.588803 51.877942 127.767030 53.815804 205.608345 65.927492
nirp_cuyp_70 cuyp baroque netherlands 16.495 22.504 36.718 12.775 16.959 27.631 12.322 16.978 29.594 5.903 7.636 11.796 7.357 9.605 14.990 11.640 15.586 26.102 12.532 17.809 32.345 15.149 20.157 30.544 11.692 16.770 30.926 6.635 8.925 15.000 8.547 11.768 20.037 12.197 17.275 30.846 6.267 7.651 11.134 9.960 12.121 17.350 4.922 5.970 8.593 2.814 3.388 4.861 3.808 4.552 6.477 4.583 5.555 8.045 5400409 86659961 228607404 11792.565 6925.768 4666.066 144453.602 71472.675 32770.556 1.000000 1.000000 1.002857 139125179 362211968 499311525 29384.100 18967.668 13673.097 197556.736 122317.229 73911.918 1.000000 1.000340 1.005540 15011777 117061452 242566986 11873.215 6720.400 5075.425 135133.326 61830.439 36837.039 1.002417 1.000000 1.000000 231606118 712682487 926667470 15878.394 53996.610 47635.908 126944.077 75472.144 58079.386 1.000000 1.000000 1.000000 155241126 469903561 600516858 28218.351 16810.563 13553.514 133987.915 65774.493 36527.596 1.000857 1.000000 1.000000 20198646 201332770 448125371 41537.898 38303.506 34547.966 140926.051 80786.886 59697.437 1.014797 1.038913 1.000000 0 56116 139753 0 0 0 0 0 0 0 0 0 95.027416 27.242668 31.246685 14.743890 166.847921 64.551947 229.831754 42.171582 129.098326 59.269503 214.271132 67.019930 39.254515 54.228492 58.509470 59.410110 63.594448 64.143058 68.560283 73.501348 76.841933 73.168301 79.283510 84.074164 12.503487 18.557106 20.640823 21.063405 34.916354 27.446822 25.129328 8.563453 32.809939 26.180933 41.090560 26.606098 36.804367 106.626050 157 83.938449 129.779624 107 62.663793 35.436692 42.055854 37.636820 126.429191 79.408655 167.157734 72.453294 132.112886 74.070648 157.742573 88.528306
nirp_cuyp_a1_120 cuyp baroque netherlands 22.693 31.484 54.336 8.153 10.755 17.424 9.420 12.768 21.556 4.607 5.916 9.144 5.295 6.808 10.471 9.152 12.326 20.596 13.320 19.130 35.998 9.117 12.136 19.288 9.088 12.772 22.770 5.211 6.881 11.250 5.993 7.974 13.140 8.810 12.314 21.837 9.162 11.187 16.158 4.742 5.781 8.376 3.388 4.095 5.908 2.773 3.309 4.694 2.995 3.576 5.075 3.264 3.941 5.696 2750775 37203896 115422850 47573.341 39987.549 31398.070 170435.860 102536.656 65116.801 1.000000 1.000000 1.000000 244256689 659545843 887257616 50229.969 42214.494 34120.708 169588.832 101704.656 63101.457 1.000000 1.000000 1.115426 32780151 217651135 537344356 34924.163 29251.007 23346.389 114848.471 67699.885 47280.763 1.000833 1.000000 1.000000 539731029 1450328161 1842120051 46330.117 39247.583 30948.485 111784.939 68513.000 46494.749 1.001090 1.000000 1.000000 398296374 1209920851 1717831289 46097.451 39155.050 30847.183 119454.562 74452.494 48641.325 1.001139 1.000000 1.000000 34409072 243936191 617202485 34661.595 29080.311 23102.768 112331.751 64931.122 44399.166 1.005698 1.000000 1.106734 49709 56143 0 0 0 16435 22361 0 0 0 0 0 29.838275 24.626445 63.139114 45.858830 149.838634 67.307757 74.641719 65.108112 62.465768 58.051443 164.792183 66.091894 28.093472 32.771010 41.978062 35.055591 45.675631 56.420851 56.646841 68.433365 72.445789 58.616388 71.650713 76.171145 46.697865 20.348479 53.572221 27.404675 60.237390 27.328556 9.798094 1.559700 19.289726 23.036869 28.243071 23.379503 126.233453 157.155072 21 34.365469 75.976776 8 22.453283 22.747623 56.414474 55.981330 83.343942 77.965924 75.448981 69.131397 84.449444 76.267024 94.575943 82.587414
nirp_cuyp_a1918 cuyp baroque netherlands 15.971 22.358 39.370 45.098 67.444 110.785 10.976 15.490 28.405 9.110 12.350 21.447 10.708 15.033 27.455 11.023 15.207 26.929 9.951 14.004 25.616 65.799 93.931 136.799 10.758 15.579 29.599 7.993 10.995 19.276 10.293 14.760 27.477 11.492 16.435 30.776 6.444 7.873 11.390 51.979 61.200 81.043 5.051 6.174 8.946 3.458 4.186 6.056 5.077 6.180 8.937 4.652 5.677 8.264 8479381 52099091 128642469 13854.499 8932.892 6000.007 139776.469 79132.759 37484.882 1.000000 1.127883 1.000000 9024428 21332780 27869163 56467.116 41983.491 32132.224 236120.701 176182.976 125556.299 1.000000 1.000000 1.000000 22635237 144701419 316401912 7044.849 4526.874 3667.145 98578.004 47558.791 31269.751 1.000000 1.185968 -0.143508 55299959 165910330 259468200 29688.080 57861.551 42639.935 140429.541 106621.577 90961.893 1.000000 1.000000 1.000000 28238982 146021127 283611164 45446.905 39273.750 35203.055 116308.978 72507.024 59355.424 1.000000 1.000000 1.000000 24343393 173597523 407000559 52786.451 47213.554 39307.592 123445.335 78903.487 59201.175 1.000000 1.000000 1.000000 23653 206879 0 0 0 0 0 0 0 0 0 0 137.616730 9.743633 22.957077 3.052107 163.693577 23.787878 207.735507 40.998949 153.173409 21.642076 232.450635 23.963979 40.332067 46.187385 50.710312 32.583698 36.186812 43.144431 37.403650 42.791718 49.655542 43.695489 52.085214 59.632712 8.116112 25.583401 9.583709 27.474391 2.342797 22.580434 20.177603 5.920476 31.448701 24.066030 36.125199 25.076927 30.285711 43.968418 0 74.586320 146.203895 415 116.012109 30.132677 18.173434 10.085108 125.432148 53.005496 192.476234 54.729523 175.869289 45.930301 183.382799 63.846460
nirp_cuyp_a466 cuyp baroque netherlands 21.549 30.710 55.292 15.179 20.484 32.628 17.141 24.061 41.744 8.254 10.675 16.425 10.572 13.967 22.309 17.923 24.523 41.211 9.369 13.156 24.106 18.281 24.411 36.661 20.331 29.678 52.480 9.106 12.357 21.233 13.005 18.443 33.104 21.050 30.283 52.079 10.574 12.920 18.515 12.141 14.736 20.994 8.676 10.494 14.920 2.854 3.442 4.962 4.040 4.848 6.942 8.179 9.888 14.146 2006796 24407650 66926699 14942.912 8974.799 6369.946 162447.278 83403.892 45164.704 1.000000 1.000000 1.012876 103410054 399952398 665834617 33709.693 21908.018 16875.564 196771.124 120407.604 78135.583 1.000000 1.000326 1.000000 6538707 66443052 169320465 16848.648 9766.128 7448.603 160168.516 81010.518 51513.405 1.000000 1.000102 1.016367 59221093 354138371 666030172 54171.338 31932.208 62554.660 152672.296 112330.812 97980.428 1.000000 1.000000 1.000000 31228599 193111142 332292530 18877.666 13410.618 10913.125 135126.129 68634.046 39484.329 1.000000 1.020737 1.000000 7105978 80796962 223884589 64541.579 55992.992 47109.105 183016.181 129068.689 110511.142 1.000000 1.000000 1.000000 0 61772 77380 0 0 0 0 0 38671 0 0 0 58.809481 23.306837 60.342045 70.400222 166.655461 79.892888 203.672254 78.465694 91.010364 42.447747 195.934932 89.334070 36.677646 49.324287 62.680016 52.844695 57.443287 59.716832 77.774572 83.306809 87.556557 84.364596 89.896395 94.937818 75.025988 27.358387 79.388764 27.485503 91.738278 27.437025 25.502535 14.906938 27.870568 23.550705 31.353907 24.387122 174.713377 179.831426 39 91.732563 118.756236 3 50.341846 25.395978 81.267131 71.788275 145.544209 88.949915 182.799171 71.010548 106.912520 66.669475 170.671955 96.675510
nirp_cuyp_brm_bifa_59_5 cuyp baroque netherlands 17.421 24.318 41.721 4.329 5.502 8.458 9.283 12.161 19.510 5.934 7.673 11.909 7.015 9.082 14.189 8.958 11.676 18.601 10.610 15.056 27.841 4.716 5.967 8.859 8.769 11.968 20.438 6.576 8.951 15.277 7.962 10.986 19.331 8.745 11.940 20.326 6.320 7.745 11.243 3.532 4.294 6.237 3.226 3.916 5.684 2.275 2.735 3.952 2.505 3.008 4.324 3.155 3.827 5.557 5544700 61030566 122642499 19401.863 11874.982 9173.165 138152.521 70113.348 41761.201 1.000000 1.000000 1.000000 915988426 2820078595 3937557498 15179.166 8430.292 6134.513 140139.749 66960.460 35111.775 1.010097 1.000000 1.000000 35559109 376960822 859274089 6316.894 3492.038 2591.469 92615.455 36074.253 20797.688 1.002958 1.000000 1.000000 198043024 831468907 1295424916 19615.520 12393.377 7896.061 76735.749 33022.343 21097.939 1.000000 1.000257 1.000000 106171957 555318821 994379533 14018.383 8439.787 5015.846 84817.941 39176.042 23855.803 1.000000 1.161972 1.000000 39498060 449478222 1033423671 9241.763 5825.724 3568.406 90789.377 35968.485 20431.570 1.000000 1.000000 1.000000 94711 0 0 0 0 0 0 0 0 6184 19113 56144 35.604527 21.742291 138.246573 111.272175 108.756433 82.581705 136.253938 83.938932 119.679684 79.175737 126.524471 87.292551 21.629814 29.158154 45.619360 38.455966 42.694876 52.380495 51.389996 56.059918 65.224416 51.999000 56.803311 66.525292 43.545187 13.054887 71.620641 17.407499 111.545028 27.423646 6.246336 2.793667 10.272476 24.421783 18.316408 26.705711 170.586456 179.817181 879 22.336610 52.639657 0 34.888693 17.767816 164.056207 101.729110 95.724184 71.131619 103.573683 59.457820 113.141546 62.081614 113.182729 74.258906
nirp_cuyp_eu_727 cuyp baroque netherlands 13.340 18.726 33.040 23.016 34.449 67.555 15.125 22.209 41.784 8.318 11.005 17.870 12.708 17.313 29.806 12.929 18.254 32.506 10.661 15.206 28.405 13.513 19.991 38.469 11.790 17.074 32.580 9.151 12.522 21.390 14.785 21.004 36.492 11.454 16.331 29.688 5.310 6.506 9.410 10.931 13.257 18.941 7.023 8.601 12.439 3.147 3.825 5.564 6.834 8.395 12.128 5.518 6.763 9.776 6801150 53099224 111528012 11279.863 6571.507 5142.853 126816.020 57682.860 34465.679 1.000000 1.000000 1.000000 3734792 15592264 24629137 30335.394 19566.511 15753.559 185006.179 113047.191 80926.031 1.000001 1.000086 1.000000 5933758 39336708 82433039 11476.161 7289.171 6106.554 131740.641 64819.733 46021.572 1.000000 1.003666 1.000000 100365958 319972180 554496076 59638.902 39553.181 62791.264 168002.627 134033.618 120364.547 1.000216 1.002611 1.013734 75479430 184484568 272466044 60007.066 53752.198 46920.548 184801.123 126129.439 105440.516 1.000000 1.000000 1.000000 10159909 74155280 155740896 40447.707 35865.241 31552.165 133310.829 80204.483 63821.416 1.000098 1.002428 1.000000 0 73888 134170 0 0 0 0 0 0 0 0 0 87.776773 26.150668 36.803786 3.652666 171.122806 59.252435 211.559555 58.565594 118.823888 57.607360 214.926382 63.861201 50.171920 62.700896 70.995964 80.848224 86.212723 88.998022 77.718773 82.756069 86.581104 80.677874 85.418790 90.814162 13.146974 27.456102 14.560233 27.462063 11.752025 27.306745 29.023548 6.043817 31.201516 23.151363 38.095714 24.662502 36.791920 74.614515 0 81.396629 111.271291 157 52.366655 31.648129 38.155642 13.045946 136.365327 87.659913 182.432980 77.827673 129.924402 92.569349 162.478067 92.913912
nirp_cuyp_fa001097 cuyp baroque netherlands 15.212 21.505 38.277 8.081 10.830 17.722 7.154 9.843 17.550 3.427 4.400 6.886 4.202 5.461 8.642 7.282 9.945 17.291 11.366 16.456 31.431 9.683 12.943 20.439 7.469 10.545 19.017 4.078 5.475 9.284 5.098 6.969 12.177 7.712 10.774 19.235 5.465 6.706 9.797 5.106 6.220 8.994 2.805 3.386 4.892 2.089 2.475 3.511 2.243 2.685 3.840 2.879 3.474 5.011 4745069 37395571 83194392 13657.822 8864.316 7102.129 122415.703 55676.195 36511.319 1.000010 1.000730 1.038253 217890862 643310517 846830015 17148.786 10636.332 8615.785 140262.987 66172.224 43173.432 1.000000 1.000000 1.014396 60683367 181190033 253033211 8506.787 5958.078 5181.745 67436.511 37586.646 29027.744 1.000000 1.011387 1.000000 743414053 1645840972 1988137502 57586.015 46595.911 42252.378 78182.695 57046.374 49225.673 1.063087 1.131626 1.000000 510649333 1207362396 1528715201 17447.844 10113.111 8324.172 62697.174 29354.742 20613.537 1.000000 1.000268 1.000000 64940478 209473571 307667170 41903.492 38287.414 35729.788 88929.348 64548.551 55903.538 1.000000 1.000000 1.000000 0 29385 83176 3392 0 0 0 8792 0 0 0 0 55.139338 38.617646 41.668315 44.230240 78.392095 72.871060 164.735916 69.984269 159.703044 64.395978 105.934886 88.171875 37.311335 50.347485 38.639428 46.009292 49.131664 51.465116 76.675484 84.020675 86.535258 84.510075 94.771347 97.742995 43.703138 24.949539 52.872964 27.462377 62.681356 27.193783 30.175941 12.116745 40.019687 25.126660 45.350076 27.220017 134.174008 163.081044 184 86.751888 144.480682 142 40.901025 33.824283 69.094967 55.483788 103.978395 89.125380 145.841444 81.342437 119.559871 73.063836 124.398241 100.714553
nirp_cuyp_mnemg_bentlif_64_1897_112 cuyp baroque netherlands 19.807 28.967 55.232 24.210 35.242 69.506 13.492 18.798 32.756 7.546 9.864 15.552 9.860 12.974 20.756 11.746 16.275 28.212 7.808 10.820 19.445 13.774 20.457 40.314 9.544 13.413 23.690 8.079 10.858 17.838 10.737 14.651 24.101 9.076 12.786 23.191 9.705 11.860 17.143 16.408 19.769 27.909 5.734 6.930 9.918 3.590 4.352 6.298 4.811 5.809 8.348 4.615 5.580 8.022 2936050 21768074 52041239 16496.481 10506.878 7866.774 149647.027 79239.409 47007.950 1.000000 1.000000 1.000000 2981681 13011273 23836548 21482.227 14382.851 10454.360 178752.390 107505.256 68865.322 1.004014 1.000000 1.000000 12248011 86477393 202015988 13228.548 8005.440 6427.801 139060.715 69306.613 44522.148 1.000000 1.138131 -3.658537 145213119 534004646 887375505 57938.658 20504.372 54886.393 180084.665 138944.446 120063.071 1.000000 1.000000 1.000000 91718701 341948454 614842392 30377.745 52586.172 38738.602 194966.721 150925.840 126496.108 1.000000 1.000000 1.000000 14582174 101431988 220939332 12921.227 10101.086 8291.104 121316.437 58252.364 36910.411 1.000000 1.000000 1.000000 0 4533 8058 7072 11921 24148 5836 19225 0 0 0 0 40.415582 15.075302 47.522605 14.062377 140.152144 54.534700 89.934544 73.196373 86.424331 72.368926 160.366489 54.505678 65.940565 77.193727 81.955069 80.520929 87.409505 90.784157 72.081789 76.450124 78.658980 75.732209 79.823693 82.330456 22.372181 23.530135 24.524506 26.375275 17.862158 27.359844 17.619481 9.105752 20.884278 26.086648 22.842864 24.642144 64.538002 80.677333 0 67.180903 85.692070 0 36.937889 19.471527 37.156777 19.058450 89.084629 81.358743 171.111234 90.711713 158.882965 96.553533 107.466359 85.134491
