img artist school country nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20 glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20 it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_wouwerman_va_pc_2007bp1211 wouwerman baroque netherlands 12.000 16.370 27.585 35.331 54.025 103.019 9.810 13.999 26.597 10.289 14.162 25.854 11.543 16.185 30.186 8.500 11.789 21.190 11.359 16.025 29.595 10.049 14.336 26.425 11.248 16.732 34.010 12.845 18.703 35.404 15.188 22.684 43.641 10.478 15.267 30.115 4.541 5.510 7.976 26.242 31.525 43.724 3.501 4.278 6.301 3.632 4.395 6.345 4.398 5.354 7.792 2.927 3.569 5.234 20353585 176559146 412463687 11362.169 7561.371 5237.288 119972.804 64983.154 33611.805 1.002109 1.000000 1.000000 1150957 6743377 14335987 32986.975 22858.800 16053.829 208716.399 138701.485 90293.090 1.000000 1.000000 1.000675 16500387 119132935 270827969 6194.546 3987.995 3172.888 75831.623 34835.441 23057.129 1.000000 1.000107 1.315189 47239483 142514986 272883722 44984.011 22218.397 53916.023 154084.928 131668.226 117782.073 1.000000 1.000000 1.000000 38472263 140085719 248655597 45153.839 27649.515 59946.272 146808.604 118025.601 104097.895 1.003623 1.067113 1.000000 28120730 244200535 602296158 20263.085 15749.391 10323.674 75345.618 40412.381 25981.009 1.004160 1.550839 1.000000 0 0 9570 6573 32925 56856 6555 0 0 0 0 0 134.611632 35.455250 32.244978 9.526124 121.541622 41.395225 187.966468 49.523756 190.357813 42.020747 188.812883 52.171723 49.872988 54.551916 57.773621 40.828622 44.178395 46.309350 35.021385 40.236404 44.801804 41.691010 50.205677 55.523884 16.686051 24.073788 18.473142 22.225280 12.657079 25.297612 32.552921 26.095291 42.662229 22.265302 48.471490 25.856795 54.603425 79.533382 0 106.669273 174.816706 647 118.150292 44.726636 32.800582 14.576472 101.119457 47.252632 193.833272 60.942932 200.196005 49.860252 160.113469 63.059596
nirp_wouwerman_wisfm_1938_25_25 wouwerman baroque netherlands 11.202 15.115 25.221 21.256 31.075 58.640 8.872 11.980 20.560 5.865 7.647 12.139 6.719 8.829 14.252 8.161 10.864 17.889 8.585 11.875 21.496 11.491 16.600 31.622 7.846 10.942 19.867 6.651 9.121 15.867 7.958 11.205 20.622 7.830 10.808 18.978 3.436 4.186 6.152 11.549 14.062 20.048 2.902 3.521 5.128 2.356 2.830 4.071 2.367 2.843 4.089 2.747 3.333 4.866 14363642 170963668 411780974 8429.328 4319.127 3058.661 102733.541 38214.793 19056.721 1.000000 1.000041 1.000000 7178263 27317467 44864796 28263.551 17095.413 13388.887 177051.260 94251.799 61431.301 1.000000 1.000000 1.000000 25148711 204589705 456816473 5728.713 3415.087 2519.518 71123.467 29351.795 17573.060 1.000157 1.036567 1.000000 187845670 673729843 1082796623 57087.224 46002.935 37967.759 96739.569 61265.310 46773.160 1.000000 1.000000 1.000000 134139170 460514311 744840741 46574.418 37954.060 31670.205 92087.686 55497.710 41941.885 1.019721 2.354437 -7.015471 34542717 368343681 864828674 11635.824 8376.275 5778.293 70579.714 31556.131 19075.620 1.000000 1.000000 1.000000 0 170 120541 48740 7086 0 0 0 0 0 0 0 105.151256 35.574315 25.297465 6.818757 109.085677 48.192465 164.420302 50.202030 176.374519 43.240686 161.674778 62.665895 41.417137 48.613247 56.412793 35.625309 42.093864 47.266482 31.477161 38.808676 46.990049 37.575424 46.679664 59.065166 6.735670 3.067746 10.243327 25.638181 9.827123 24.693623 23.002788 11.627759 31.623229 22.966241 46.763713 27.179997 19.853431 42.393781 0 85.950192 137.810244 606 77.167480 38.805937 32.380292 12.537492 88.794740 52.221705 154.560314 69.609555 170.017057 58.799686 127.351474 66.432297
nirp_wouwerman_wisfm_1938_25_26 wouwerman baroque netherlands 12.725 17.536 29.938 13.311 18.864 33.107 8.512 11.720 21.126 5.059 6.618 10.467 5.729 7.546 12.304 7.918 10.756 18.583 9.808 13.887 25.923 14.873 21.696 39.577 9.848 14.471 29.607 5.955 8.174 14.056 6.976 9.803 17.541 8.902 12.659 24.380 4.398 5.366 7.848 5.887 7.190 10.449 2.531 3.074 4.478 2.541 3.042 4.349 2.506 3.011 4.326 2.400 2.910 4.247 9996068 109976039 223108077 11119.957 6005.543 4506.396 112623.444 45395.993 24772.436 1.000000 1.000000 1.005453 30396766 104172715 188375550 17207.408 9857.601 7550.812 151384.650 72271.646 42524.009 1.000000 1.000009 1.000214 23048172 163201935 372556372 5888.585 3678.656 2893.363 63578.647 28713.024 18323.270 1.000002 1.000000 1.056828 357504659 946458152 1388843171 31057.004 21361.162 15872.278 80415.937 42402.806 28480.641 1.001161 1.000000 1.000000 259704326 672963750 939759511 24051.443 16291.025 13033.572 75912.232 37868.811 26555.197 1.000000 1.014356 1.000000 29573166 257388310 577539114 8922.470 6060.037 3339.850 63169.213 29099.178 16876.667 1.000000 1.000000 1.000317 0 80745 74939 0 0 10004 0 0 0 0 0 0 59.010802 29.483287 34.591052 9.895198 122.745552 46.806922 103.180664 75.672633 107.694782 54.236382 152.265791 55.466916 43.016868 49.397619 58.101533 46.838734 50.035604 53.948427 48.148251 53.559357 57.970388 53.078788 60.142754 66.867140 25.313510 13.443920 29.918605 26.988269 37.593359 27.309639 16.022661 2.599238 23.763434 23.841577 32.835406 26.293680 83.614457 117.020925 1 45.606205 106.074092 237 49.472673 28.296150 49.401550 30.885587 95.299274 61.585309 117.978743 74.824360 130.701500 67.782582 120.038304 71.016891
nirp_zoffany_03_621 zoffany neoclassicism britain 8.782 11.799 19.135 25.620 37.565 71.347 8.763 11.835 20.341 7.204 9.750 16.553 8.862 12.098 21.142 7.383 9.699 15.711 7.372 10.017 17.153 36.716 58.243 105.257 8.099 11.250 20.155 7.833 10.958 19.722 9.933 14.148 26.439 7.391 10.076 17.379 2.895 3.533 5.184 18.637 22.703 31.885 2.953 3.593 5.240 2.619 3.162 4.562 2.866 3.471 5.043 2.447 2.975 4.355 27340451 333976653 905914214 4885.952 2698.370 1941.896 73461.619 27292.539 13185.645 1.002034 1.000000 1.000000 13033142 32943576 44103952 36678.650 23065.990 17353.996 188929.101 110669.253 75348.834 1.000000 1.000000 1.000000 25408409 216101085 525493321 6066.163 3496.437 2629.376 76583.522 30567.998 17678.642 1.000672 1.000000 1.087645 79054358 208865556 247902687 49896.845 65451.445 42066.596 178113.811 151018.712 141006.771 1.000065 1.000276 1.022514 43261479 163036031 251612250 61091.128 47582.157 64370.491 163958.872 132044.637 119407.913 1.001155 1.048005 1.000000 44482006 492339605 1308914260 23530.733 16330.999 9508.495 71809.005 34209.063 19418.737 1.000000 1.000000 -3.521471 13311 221916 0 0 0 0 0 0 0 0 0 0 127.448698 54.838487 20.130405 10.055932 74.673405 39.846867 241.013617 24.498791 241.648232 21.886634 138.247044 65.531030 7.648073 11.254205 11.949690 8.279626 13.859630 17.002747 15.982526 26.442894 37.848891 25.440333 41.869649 59.889718 4.541729 27.292047 7.282290 27.465731 8.616963 27.442602 27.970151 9.932973 44.699475 22.628921 62.839451 26.306585 16.241101 35.106986 0 102.422002 179.999674 1225 131.447160 57.079581 21.224313 10.628727 79.570659 43.800163 240.275174 25.234909 238.611527 26.146189 145.152435 70.031282
nirp_zoffany_03_846 zoffany neoclassicism britain 15.580 21.542 35.679 29.963 45.051 86.655 13.419 18.200 30.101 7.176 9.305 14.509 9.261 12.128 19.448 11.406 15.313 25.163 10.715 15.032 27.018 44.332 71.829 122.871 13.142 18.327 31.872 7.518 10.135 17.206 9.946 13.726 24.512 12.041 16.820 29.541 6.072 7.414 10.678 35.863 42.869 58.490 5.702 6.957 9.973 2.782 3.345 4.805 3.052 3.686 5.303 4.609 5.636 8.144 10034760 108304197 262640646 14061.450 7784.061 5443.814 134848.732 59331.590 29738.519 1.000000 1.000000 1.005747 7884148 19552505 26022769 48415.761 38003.765 32868.804 199285.908 121331.112 84842.392 1.000000 1.000000 1.000000 26246201 198487598 377630105 20042.936 11527.609 8744.304 140586.107 68972.729 42020.189 1.000000 1.000000 1.000000 122247534 387081337 477522704 52037.554 30988.384 55671.970 172721.410 139526.092 129359.794 1.002570 1.000000 1.000000 56949259 269377665 396971232 22430.729 60085.769 38976.760 170889.699 135767.756 124765.449 1.000000 1.028537 1.000000 32702794 285670051 613666512 14212.522 8206.017 5746.877 120391.259 51670.091 28468.447 1.000000 1.000000 1.000000 95949 144425 0 0 0 0 0 0 0 0 0 0 98.918560 40.115452 24.125530 8.863609 82.801848 56.677546 218.449123 40.753112 212.727541 47.304359 132.186986 71.238142 16.809608 23.226237 25.035911 14.674741 21.406785 23.785151 20.158232 29.032138 34.154853 29.761442 42.125754 48.610991 9.152678 18.814462 10.847630 27.452845 5.206771 24.270099 27.484515 13.101007 38.526620 23.226576 46.355476 26.550897 31.581244 40.456382 0 85.570797 132.241805 399 62.494540 37.199505 13.410215 10.800565 42.798437 39.958928 228.481993 39.166885 233.904088 34.594063 73.927009 55.791939
nirp_zoffany_1934p397 zoffany neoclassicism britain 12.137 16.516 27.993 26.789 39.968 77.646 9.936 13.354 22.594 5.688 7.305 11.295 7.396 9.602 15.143 9.138 12.060 19.669 10.201 14.320 26.074 23.706 36.347 72.756 9.218 12.855 22.653 6.170 8.349 14.153 8.354 11.523 19.982 9.167 12.628 22.010 3.815 4.654 6.798 19.295 23.375 32.663 3.534 4.284 6.210 2.360 2.825 4.043 2.970 3.562 5.090 3.039 3.688 5.343 11498910 109022834 225543038 10929.877 6382.545 4652.225 116632.105 50847.081 25930.525 1.000000 1.000000 1.010761 3340181 14470612 27150474 36198.778 22624.886 17706.701 194495.985 114328.297 76368.621 1.000000 1.000000 1.000000 26970020 236344039 590428827 9294.170 5637.459 4235.729 104405.533 45726.657 26330.919 1.009499 1.000000 1.000000 207422741 694306665 1128648858 24658.668 46213.687 20060.235 126367.939 91662.032 75222.997 1.000706 1.546603 1.000000 129512103 493756512 954419155 64342.885 52461.157 44583.947 131507.713 82433.219 60427.550 1.000000 1.000000 -1.609175 33496646 300642052 747843010 32564.772 28188.403 24099.453 104287.645 58257.477 42345.161 1.013346 1.000000 1.000000 0 0 194590 24249 0 0 0 0 0 0 0 0 75.147727 26.026897 35.492785 14.583275 136.953283 70.818432 173.789592 56.684038 134.138498 69.412169 174.526846 70.448746 16.253242 29.560780 42.055600 59.022815 69.757470 76.328931 62.243101 73.048283 79.098331 61.438813 73.273152 80.503340 4.831713 21.022691 7.477338 27.487440 8.982284 27.281611 16.226825 8.425229 27.225814 20.521288 36.632937 27.087435 17.027387 42.286730 0 43.319054 140.593027 184 63.341667 30.636552 37.065169 9.830952 105.887610 82.794731 195.450059 61.124465 162.030453 84.705529 137.503875 85.338892
nirp_zoffany_1948p39 zoffany neoclassicism britain 12.581 16.873 27.422 21.189 30.913 56.144 8.960 12.154 20.679 5.461 7.119 11.301 6.090 7.974 12.858 8.489 11.367 18.682 10.573 14.773 26.456 26.514 38.833 67.441 9.644 13.788 25.402 6.379 8.806 15.564 7.352 10.312 19.198 8.762 12.211 21.430 4.303 5.268 7.677 16.504 19.965 28.040 3.003 3.648 5.314 2.174 2.600 3.724 2.106 2.520 3.615 2.880 3.507 5.135 16457525 189328809 412915953 10876.118 6819.196 4903.343 121613.405 54456.601 26835.872 1.000008 2.504773 1.000000 41593897 76643597 87424499 29945.697 18320.823 14086.717 188070.275 108756.677 71216.484 1.000000 1.000003 1.000211 30078365 255374885 551482616 7789.599 5497.735 4334.412 78511.862 33450.475 21024.693 1.000000 1.001115 1.000000 198142185 636577551 1079061781 25700.575 17520.530 11787.278 71864.445 36804.734 23818.683 1.000000 1.038906 1.000000 130731054 462361210 708559524 14596.199 10134.812 8285.730 63454.808 29610.979 21061.497 1.000000 1.000000 1.000000 39079269 413871066 938635371 13849.362 9231.208 5230.948 82351.059 36060.398 20193.659 1.000129 1.000000 1.000000 0 134143 97492 0 0 0 0 0 0 0 0 0 83.487685 48.121863 29.558152 21.394826 90.067193 52.539871 150.423195 54.222631 165.320497 38.708593 131.812778 72.694736 36.937037 46.430901 55.231213 32.123088 39.770595 43.695519 28.581777 38.917008 45.535134 40.513447 54.176290 64.018594 6.309409 25.871193 9.723769 27.480726 8.305385 27.375326 40.813083 9.845814 51.297179 21.358628 58.541624 26.007762 18.928181 44.165025 0 118.522768 178.956641 1165 64.997130 47.423746 31.630372 14.633413 76.639466 52.601191 135.541742 67.789382 154.568548 56.650988 109.135114 71.493407
nirp_zoffany_773 zoffany neoclassicism britain 20.270 29.209 51.885 14.111 20.431 38.174 15.715 22.144 37.078 5.402 7.011 11.084 6.838 8.943 14.352 13.138 18.274 31.492 14.884 21.924 40.676 16.840 24.719 44.021 17.799 24.599 41.275 5.981 7.985 13.199 7.576 10.248 17.307 15.142 21.392 36.275 8.717 10.526 15.114 7.499 9.078 13.042 7.679 9.323 13.371 2.947 3.522 4.998 3.302 3.949 5.599 6.164 7.495 10.793 4656415 50672232 158276334 61089.601 55116.553 43649.956 159337.401 105974.857 79851.251 1.000000 1.000000 1.000000 44098968 98079777 130928937 24300.242 61524.524 49360.290 161534.437 107702.641 80861.999 1.000000 1.000000 1.000000 34519499 348584677 1089932585 58514.781 53036.162 42137.027 159473.199 113806.918 86979.555 1.000000 1.000328 1.000000 408614535 925297973 1532356495 59487.093 69980.042 47399.213 181192.678 159737.344 139204.067 1.006884 1.000747 1.000188 226064222 693049166 1365900827 88011.613 69520.090 46368.805 183643.124 160979.169 139832.986 1.000284 1.000000 1.000207 36946013 370927061 1159569453 57225.413 52564.282 41812.534 136888.948 94447.644 71578.601 1.000001 1.000000 1.003219 68593 104739 26914 0 0 0 0 0 0 0 0 0 57.688062 53.540476 31.804267 20.890267 42.327011 40.466137 191.164299 67.638721 209.495505 54.927185 71.103350 65.542663 53.540983 79.697064 87.517896 53.191299 80.368142 93.494064 46.663097 77.297220 97.194328 43.096847 75.512182 95.838199 15.653030 0.195740 21.944920 27.499955 23.943914 27.106475 28.808933 6.816219 40.173976 27.496473 40.577555 26.935480 45.358362 81.506588 0 80.484268 179.896120 47 24.524105 35.181858 22.180656 22.652030 72.414860 98.429988 163.788663 102.646149 172.066253 102.251923 84.582768 97.842472
nirp_zoffany_ag003018 zoffany neoclassicism britain 14.732 19.828 32.001 7.682 9.743 14.945 9.582 12.897 21.120 5.281 6.896 10.946 6.748 8.929 14.607 8.877 11.783 18.818 9.645 13.272 22.977 8.585 10.961 16.217 10.028 13.936 24.224 5.907 8.042 13.839 7.702 10.769 19.455 9.433 12.961 22.210 4.770 5.866 8.512 6.945 8.403 12.041 3.728 4.536 6.540 2.140 2.567 3.686 2.387 2.877 4.154 3.368 4.103 5.949 8856257 116512581 333398865 8115.080 4228.292 2951.643 113576.206 44090.137 19570.606 1.003045 1.000000 1.000000 578451089 1393145057 1621632451 32459.537 19778.950 14072.436 190579.225 108121.697 65668.316 1.000012 1.000833 1.005600 42215975 324325364 766974350 7618.117 4185.745 2941.056 90841.300 36350.406 19518.117 1.000000 1.000000 1.000000 212158343 699730122 996109282 49952.304 32263.800 26433.238 82875.275 43650.302 33571.468 1.406310 1.000000 1.000000 101313975 415120243 742084289 44325.542 28606.992 23547.260 86884.433 44462.690 33818.102 1.003833 1.033586 1.000000 48831811 453460934 1138980213 7770.509 4365.209 2512.843 83098.898 30866.217 14987.791 1.000000 1.000000 -0.166934 77126 152778 0 0 0 0 0 0 0 0 0 0 87.167781 42.827857 23.574482 33.447200 95.290944 64.782925 185.732840 48.551645 183.130931 50.507218 138.858231 80.801071 25.270799 34.605104 41.701250 23.938877 33.725930 42.106053 28.170307 33.355297 43.793537 37.491662 43.164578 59.599491 8.255251 19.541926 12.958500 27.473137 19.450886 27.426173 27.998963 12.088034 36.674205 21.280505 52.709247 25.436722 28.576829 59.539717 14 87.844171 165.468022 698 75.112810 40.348025 31.059288 55.955249 69.290511 52.063519 189.586044 54.631299 202.225801 50.744019 106.822583 66.469103
nirp_zoffany_batvg_p_1980_71 zoffany neoclassicism britain 26.381 35.527 58.569 45.025 67.761 111.765 17.446 23.608 37.814 8.413 11.114 17.923 11.675 15.828 27.002 15.730 21.224 33.656 12.444 17.593 31.491 66.219 100.483 137.387 16.705 23.405 38.743 8.817 12.069 20.998 12.758 18.366 33.401 15.455 21.608 36.382 13.095 15.929 22.828 56.313 65.986 86.005 7.270 8.893 12.839 2.892 3.511 5.087 3.796 4.651 6.763 6.374 7.824 11.317 3397867 69830561 294293546 22438.314 15446.054 10779.069 176600.115 105130.560 56944.821 1.000005 1.000194 1.620588 5447566 13840730 24121701 45815.188 32488.237 25088.944 224889.961 156800.297 108138.789 1.000000 1.000000 1.000000 13723211 160768851 495948052 24395.449 15397.968 11350.084 164837.645 93771.051 57670.811 1.000000 1.000000 1.000584 67479485 350734549 735199740 60983.034 33671.758 57401.021 155425.676 100177.549 70418.349 1.008209 1.155995 1.000000 27461262 193719606 548060729 52831.521 22875.086 54820.053 165279.689 104371.323 73787.856 1.000000 1.013104 1.000000 15982544 215877532 707241850 19125.341 11657.217 7788.219 153720.950 81192.334 44147.412 1.000020 1.001559 1.000000 0 73877 62619 26077 0 944 0 0 0 0 0 0 91.335126 49.207612 17.842094 16.730392 114.163973 61.908212 171.422624 59.969832 162.990478 74.206063 159.824733 62.450443 22.124554 38.807718 50.976623 27.588319 49.320120 60.226280 33.657579 50.090726 58.449226 44.851776 63.177006 71.960786 4.837498 11.880303 11.199388 27.434461 0.921816 0.511284 35.154015 12.116730 52.665997 27.316796 61.513772 27.015364 16.779016 48.308867 0 103.441157 178.928289 155 60.552442 45.271877 14.126494 10.734675 62.006935 60.752694 200.426866 55.927902 206.079565 61.837023 92.230723 75.103708
nirp_zoffany_batvg_p_1998_1 zoffany neoclassicism britain 26.491 36.304 62.886 16.029 22.082 36.579 10.945 14.691 23.978 5.979 7.740 12.046 7.111 9.334 14.800 10.873 14.514 23.474 11.809 16.474 29.700 18.782 25.982 42.189 10.713 14.865 25.503 6.622 8.803 14.603 8.143 11.167 19.062 10.799 14.928 25.427 12.398 15.154 21.768 9.534 11.624 16.624 4.506 5.481 7.937 2.666 3.220 4.658 2.870 3.476 5.024 4.501 5.471 7.920 1862893 28282219 102685266 23350.667 17118.523 11935.675 168348.530 98626.486 52631.945 1.000001 1.000047 1.000166 71717170 249427663 379945241 26502.868 17581.248 11212.260 177976.148 106797.732 55314.215 1.002168 1.000000 1.000000 26002170 269760763 869227446 10269.125 5842.945 3882.559 114573.252 49028.471 25673.230 1.000000 1.000000 1.000000 217323055 895377402 1477242933 28553.674 20589.870 14943.386 97357.186 47054.656 27749.313 1.001350 1.000000 1.000000 152844906 634390445 1077906232 11756.851 6606.387 4229.983 96256.683 38210.355 18192.709 1.005556 1.000000 1.000000 27529921 309076804 1036598255 21580.650 16909.419 12591.009 118820.021 56957.469 33426.946 1.001167 1.000000 1.000000 0 114105 81000 0 0 0 0 0 0 0 0 0 47.485432 18.719389 25.654994 8.488239 136.544243 83.915426 157.094698 73.212729 104.216131 56.145756 160.264080 89.176966 39.725976 48.087171 60.074969 18.912991 29.725286 45.558873 42.508759 59.217097 75.236445 47.257327 65.773321 83.661121 13.640419 0.739624 20.057008 27.452523 32.006985 27.436692 15.898844 9.019807 22.032842 26.424145 30.566008 25.751609 36.281199 92.296532 31 47.861147 76.683108 0 30.343712 23.652105 37.198247 30.487163 90.667112 79.163636 101.815453 74.562052 94.913576 57.829387 105.840606 87.637196
nirp_zoffany_calmg_1993_74 zoffany neoclassicism britain 17.018 24.047 42.024 14.002 19.809 35.536 14.611 20.404 34.614 6.912 9.003 14.225 8.359 11.114 18.202 13.168 18.049 30.251 10.694 15.292 28.332 15.310 23.021 44.113 11.162 15.684 27.835 7.704 10.494 17.414 9.703 13.480 23.578 10.495 14.641 25.541 6.723 8.220 11.880 5.779 7.050 10.239 6.130 7.495 10.816 3.024 3.654 5.286 3.462 4.206 6.082 5.158 6.334 9.158 5084490 51865279 119866729 16087.944 9770.304 7823.922 138244.041 66468.611 45051.264 1.000435 1.000000 1.000000 19358915 67067652 114733023 17666.783 10155.684 7963.250 152666.613 70508.983 45544.305 1.000000 1.000000 1.015779 9043813 117812775 376677823 10139.275 5850.506 4322.777 132676.911 59118.626 34580.498 1.000000 1.000000 1.000000 182961409 727849931 1311749441 58373.378 48107.189 39754.755 129387.044 76541.900 57767.230 1.000000 1.000000 1.000000 133192546 524463530 982712391 52021.669 43556.303 36873.553 132197.946 74882.506 56586.739 1.000000 1.230432 1.000000 11752135 157267599 485423648 10814.747 7096.607 5003.144 123283.943 53525.961 30777.645 1.000325 1.000000 1.000000 2187 69650 42112 19452 10057 0 0 0 0 0 0 0 54.300544 34.860221 39.702056 23.837813 69.826668 60.127063 155.801112 72.445691 168.446616 71.790268 96.983351 70.384910 64.026476 68.593565 79.102731 72.135257 74.709567 83.435361 57.633924 62.034837 67.770767 57.395898 63.066233 70.674701 31.468704 13.931674 36.541964 26.902146 41.113107 27.359930 18.920067 4.542747 23.780678 21.952044 33.307578 27.176066 86.720394 155.980460 0 64.550458 107.082329 39 37.682724 25.667860 51.127076 31.392098 86.430462 69.986465 131.053753 88.877398 133.720964 88.282939 105.294002 73.219342
nirp_zoffany_dovrm_0_11020_dth zoffany neoclassicism britain 23.928 32.751 55.564 18.256 25.461 43.906 10.127 14.345 26.159 5.274 6.902 11.240 5.218 6.805 11.022 10.001 14.062 25.112 15.694 22.569 42.156 21.556 31.194 54.546 12.061 17.618 32.426 6.193 8.467 14.672 6.198 8.556 15.086 11.945 17.291 31.344 11.338 13.770 19.673 9.385 11.442 16.310 4.592 5.618 8.149 2.233 2.689 3.885 2.052 2.459 3.547 4.487 5.487 7.987 4764002 51521161 168554382 25208.395 17412.773 11533.274 163031.623 100258.597 51658.581 1.000050 1.003327 1.000000 27685705 78006630 114420750 26448.407 18637.713 11841.006 167327.996 104826.907 53077.697 1.000000 1.000000 1.008606 33450478 183647308 391633520 11187.496 7253.499 5820.386 87445.655 42225.586 27610.841 1.000010 1.000249 1.000000 355719169 818808758 1070867053 15067.581 10040.266 7386.043 63987.232 30336.828 20007.565 1.000000 1.000000 1.000000 305287937 734538757 859872433 7743.732 4385.358 3419.547 50646.832 20551.194 12983.099 1.000515 1.000000 1.062827 36377908 242290840 607039024 13277.460 9352.123 6774.466 92202.818 46164.564 28976.482 1.000000 1.000574 1.000000 0 1934 102918 52126 30849 0 0 0 0 0 0 0 34.428499 32.969116 45.596681 14.312774 54.154844 41.959147 95.878648 58.007523 123.450120 42.488641 71.345993 56.520220 19.473245 28.677079 38.354924 10.758023 16.111153 21.771266 14.718289 29.617588 38.596822 19.346390 38.667879 50.816638 16.083094 26.785256 21.382184 27.296615 24.565794 27.358243 13.657779 2.595401 26.849066 26.995508 31.931658 26.790626 51.116357 64.593104 0 49.586208 117.784863 63 27.344219 28.488052 56.732824 21.460890 48.041693 42.602577 86.664004 54.910570 114.514374 42.870765 61.716081 54.965971
